Geneid	0_R1	0_R2	0_R3	0_R4	2_R1	2_R2	2_R3	2_R4	5_R1	5_R2	5_R3	5_R4	10_R1	10_R2	10_R3	10_R4	20_R1	20_R2	20_R3	20_R4	30_R1	30_R2	30_R3	30_R4	40_R1	40_R2	40_R3	40_R4	Entity	Symbol
gene-CPT_phageK_gp077	148	282	351	316	3124	2932	3111	4819	9645	12380	13105	13599	7990	10138	15436	10210	3742	5577	3513	3500	2865	3057	4597	3036	2155	1727	2047	1553	phage	gene-CPT_phageK_gp077
gene-NRS_2613	448	438	361	358	542	301	333	491	316	223	238	217	106	125	269	129	97	121	23	55	162	118	181	148	145	127	44	59	host	gene-NRS_2613
gene-NRS_212	164	120	83	136	143	85	85	121	102	55	66	66	28	57	124	81	55	81	51	70	86	59	97	50	63	57	51	54	host	gene-NRS_212
gene-NRS_1669	992	901	707	859	1061	751	824	918	613	495	610	476	240	503	580	322	243	243	204	155	263	253	329	224	227	162	153	124	host	gene-NRS_1669
gene-NRS_853	6725	5636	5093	6448	6552	4175	4361	6236	3803	2862	3231	2832	1229	2711	4123	2764	1945	2045	1160	1374	2341	1750	2202	1524	2574	1342	1330	1223	host	gene-NRS_853
gene-NRS_1138	4038	3884	3223	3661	3844	2843	3018	3822	2143	1926	2069	1943	797	1472	2148	1386	1035	1199	625	700	1348	1011	1291	1001	1349	807	779	631	host	gene-NRS_1138
gene-NRS_1929	819	1221	653	910	1236	580	807	980	645	487	734	618	333	698	1098	725	496	530	319	320	683	531	673	451	531	386	343	311	host	gene-NRS_1929
gene-NRS_2227	129011	176801	146112	153524	85931	118605	128318	170777	37497	86592	90319	84060	31908	42722	34488	51185	22566	22137	12532	12863	32541	26960	27988	20441	43080	25998	19034	17745	host	gene-NRS_2227
gene-NRS_802	895	509	442	472	1026	332	481	570	676	311	373	354	211	325	787	317	308	397	69	147	404	288	403	294	340	215	183	132	host	gene-NRS_802
gene-NRS_1229	18	26	22	17	29	17	15	24	21	24	24	19	3	15	11	6	8	6	2	3	11	10	10	4	7	3	4	5	host	gene-NRS_1229
gene-NRS_624	2626	2660	2411	2703	2383	1746	2013	2923	1631	1432	1613	1371	746	1229	2804	1267	1466	1412	412	669	1982	1415	1743	1360	1824	1095	928	855	host	gene-NRS_624
gene-NRS_233	92	115	140	104	131	110	108	131	87	65	76	79	42	45	71	59	58	57	9	34	71	52	96	73	62	47	32	29	host	gene-NRS_233
gene-NRS_1672	27923	23979	21106	27951	29856	18680	20776	27837	17869	12865	16105	14343	6682	13455	21648	12862	9819	9531	5451	6373	12086	8783	10167	7949	11310	6459	6086	5617	host	gene-NRS_1672
gene-NRS_606	9180	6144	5225	6370	9947	4897	5519	7291	6248	3852	4370	3673	1881	4077	6782	4060	2815	3310	1994	2282	3560	2942	3556	2499	3042	1747	1928	1638	host	gene-NRS_606
gene-NRS_868	10916	10715	9305	11831	11222	7471	8062	11700	6752	5376	6391	5946	2808	5154	7991	4542	3799	3632	1373	1876	4245	3459	3965	3092	4137	2532	2129	1860	host	gene-NRS_868
gene-NRS_1025	4934	6348	5611	6228	3950	3754	4320	6273	1848	2956	3231	3112	1105	2033	1899	2350	1082	1172	838	801	1640	1132	1353	983	2249	998	1041	960	host	gene-NRS_1025
gene-NRS_1251	1199	940	824	1094	1375	685	873	1194	995	583	716	705	381	893	1491	816	711	803	479	564	869	705	844	606	833	477	507	428	host	gene-NRS_1251
gene-NRS_811	1736	1474	1212	1246	1554	1188	1153	1439	910	696	776	635	275	432	904	403	377	430	180	231	450	355	480	364	448	269	244	208	host	gene-NRS_811
gene-NRS_2618	12084	9089	8244	8495	12207	6459	7295	10076	7646	4810	5260	4808	2308	3331	7878	3961	3700	3834	1438	1988	4687	3032	4156	3138	4339	2715	2053	1794	host	gene-NRS_2618
gene-NRS_2012	502	343	355	266	520	221	311	416	293	260	234	233	114	124	326	148	127	156	54	73	186	126	219	138	175	116	83	115	host	gene-NRS_2012
gene-NRS_752	108	173	139	135	86	101	98	163	74	82	71	102	32	35	51	43	31	39	17	20	39	34	58	33	44	29	25	11	host	gene-NRS_752
gene-NRS_422	151	127	103	67	121	107	93	124	77	96	79	69	45	17	49	14	13	26	13	12	35	24	24	18	32	11	13	12	host	gene-NRS_422
gene-NRS_604	3300	3511	2673	3040	3402	2104	2538	3389	2153	1854	2090	2071	975	1452	2907	1911	1378	1492	961	1100	1640	1180	1670	1105	1501	1008	1046	882	host	gene-NRS_604
gene-NRS_1933	5566	4243	3562	4085	16640	2977	3581	4937	4313	2677	2987	2940	1418	2690	5697	2978	2710	2703	1367	1737	3204	2255	2856	2081	2869	1779	1774	1480	host	gene-NRS_1933
gene-NRS_2525	2489	1590	1470	1577	2580	1101	1377	1878	1936	997	1092	900	552	1012	2638	1140	1364	1175	484	651	1760	1020	1422	1056	1943	933	830	682	host	gene-NRS_2525
gene-NRS_40	721	646	652	345	813	495	579	629	415	399	387	425	201	146	332	113	117	167	80	80	195	129	224	168	142	99	83	53	host	gene-NRS_40
gene-NRS_193	4804	5470	4355	5998	4975	2549	4039	5461	2781	1906	2104	2071	817	2002	3643	2584	2320	1792	694	910	2405	1621	2115	1590	3021	1779	1383	1290	host	gene-NRS_193
gene-NRS_975	3138	3490	3695	3044	3002	2416	2610	3818	1743	2108	2191	2072	1005	1221	2169	1261	975	1260	352	610	1375	985	1402	1063	1313	576	679	543	host	gene-NRS_975
gene-NRS_2235	128145	187839	156700	198310	89529	163514	156309	215416	45364	110149	126226	108488	42730	66945	47613	50533	30276	31130	9189	12772	42194	33465	37705	31143	45357	31770	21375	17336	host	gene-NRS_2235
gene-NRS_2036	4569	5298	4688	7282	4336	4855	4475	6809	2841	2761	3603	2961	1218	3121	3271	2390	1755	1829	970	1059	2482	1801	2149	1398	1977	1338	1156	1109	host	gene-NRS_2036
gene-NRS_484	3753	5312	4768	4662	4234	4278	4034	5102	2084	2301	2983	2834	1118	1023	1464	734	663	755	584	604	1082	744	976	758	804	707	575	499	host	gene-NRS_484
gene-NRS_1899	6142	5256	5023	4750	6069	3452	4547	5897	3681	3264	3720	3511	1786	3046	4005	2614	1803	2179	769	1141	2435	1775	2495	1671	2311	1291	1220	1054	host	gene-NRS_1899
gene-NRS_2601	1070	851	819	873	1225	754	816	1030	792	628	667	621	307	471	817	391	353	459	253	314	507	330	536	344	368	259	175	210	host	gene-NRS_2601
gene-CPT_phageK_gp046	96	222	157	187	1550	1274	1551	2725	9971	11271	12574	14554	17302	29571	33537	19728	11399	9211	7437	6646	4847	4597	25100	4389	2561	1823	2395	2001	phage	gene-CPT_phageK_gp046
gene-NRS_21	827	778	639	698	867	402	626	733	513	431	463	447	187	399	483	362	266	288	153	173	353	276	406	246	283	202	210	186	host	gene-NRS_21
gene-NRS_333	7	10	9	15	6	3	10	7	8	14	11	13	6	10	6	6	5	4	6	1	8	7	14	3	3	11	4	0	host	gene-NRS_333
gene-NRS_2335	2710	2178	2050	1798	2651	1503	1678	2413	1472	1370	1367	1115	553	838	1515	1048	664	828	409	514	1046	691	971	711	929	514	523	471	host	gene-NRS_2335
gene-NRS_2363	259	446	303	244	278	207	341	363	134	237	179	210	88	94	179	181	118	185	79	139	227	162	303	281	600	367	174	184	host	gene-NRS_2363
gene-NRS_919	52	52	40	31	61	39	45	55	26	41	43	36	4	20	40	16	10	7	4	7	15	8	25	14	11	11	11	5	host	gene-NRS_919
gene-CPT_phageK_gp232	129	332	196	124	1518	1196	1523	2479	9370	13167	12354	14505	20329	20426	29100	22758	9134	12363	6067	6621	5409	6310	7910	5297	3580	2760	2698	2300	phage	gene-CPT_phageK_gp232
gene-NRS_870	15712	14998	13474	15205	15028	9312	10948	15021	9089	7756	8644	8366	3736	8426	13214	9934	6540	6551	3924	4903	7543	5992	7475	5217	8677	5416	5162	4431	host	gene-NRS_870
gene-NRS_1449	14	16	12	14	16	4	7	16	12	10	7	1	11	4	8	5	2	2	1	1	6	8	15	2	10	6	4	0	host	gene-NRS_1449
gene-NRS_685	17329	16438	15714	19164	16126	14695	15026	19253	8359	9308	10579	8706	3782	7138	6739	4853	3038	3696	1468	1759	4212	3270	3901	3000	3617	2211	1917	1712	host	gene-NRS_685
gene-NRS_308	1144	1055	755	473	1029	449	617	807	529	990	502	446	207	169	358	125	135	134	99	126	215	158	177	145	139	102	96	86	host	gene-NRS_308
gene-NRS_1336	6573	5282	4593	4663	6507	4112	4604	5674	4203	3185	3240	2634	1418	2391	4554	2041	2005	2281	1025	1296	2557	1879	2561	1794	2175	1266	1149	1039	host	gene-NRS_1336
gene-NRS_1434	161	139	143	115	109	78	124	121	95	68	89	66	29	16	50	12	23	23	16	13	32	25	32	15	19	19	15	18	host	gene-NRS_1434
gene-NRS_2168	504	768	425	402	680	359	629	731	393	358	340	415	149	112	278	116	141	150	91	111	200	105	216	158	158	80	107	85	host	gene-NRS_2168
gene-CPT_phageK_gp056	95	105	119	69	1267	1008	1273	1787	6458	10276	7831	9895	7533	2816	5621	3833	1893	2653	945	1175	1196	1335	1974	1230	712	605	532	448	phage	gene-CPT_phageK_gp056
gene-NRS_1735	26230	22253	24382	26486	26651	17690	18546	30999	53259	12412	14180	13739	5618	13227	17571	11843	8376	8465	5005	5456	9897	7671	8850	6763	9573	5628	5259	4821	host	gene-NRS_1735
gene-NRS_785	2319	1584	1428	1926	2490	1082	1090	1661	1513	825	859	746	410	1114	1950	822	887	763	119	270	1021	687	726	580	1113	428	409	301	host	gene-NRS_785
gene-NRS_428	449	372	412	412	341	248	285	392	226	196	207	172	76	178	247	120	93	110	82	93	107	106	132	82	105	37	68	59	host	gene-NRS_428
gene-NRS_1068	2513	3054	2571	2944	2307	2187	2297	3118	1448	1612	1862	1619	680	1059	1723	1046	839	955	413	469	1003	814	985	754	1070	599	552	468	host	gene-NRS_1068
gene-NRS_432	1978	1601	1332	1339	1885	1345	1300	1595	959	742	778	719	267	433	785	306	363	340	128	151	375	311	404	277	333	171	182	136	host	gene-NRS_432
gene-NRS_1459	137	118	127	127	195	259	136	182	142	107	107	76	73	67	86	49	39	65	35	39	83	57	85	49	59	46	41	21	host	gene-NRS_1459
gene-NRS_1465	1073	874	743	719	836	452	547	706	441	439	448	447	186	289	459	315	205	262	100	137	292	181	261	207	278	178	117	127	host	gene-NRS_1465
gene-NRS_2535	3038	2284	1759	2314	3240	1486	1856	2478	2076	1316	1313	1380	650	1346	2179	1204	942	1010	484	607	1083	903	1052	748	872	578	583	497	host	gene-NRS_2535
gene-NRS_633	52602	35921	34690	34677	53655	30744	31240	42797	29669	21431	21881	21720	9512	12065	26316	15253	11074	12679	6017	8047	14390	9678	14233	9599	16500	8663	6924	6264	host	gene-NRS_633
gene-NRS_488	7101	6513	5675	6768	7266	4848	5246	7597	7190	3735	4274	3756	2194	3853	8415	3239	4262	3657	1732	2094	4524	3169	3973	3217	4378	3147	2340	2004	host	gene-NRS_488
gene-NRS_465	13394	12514	10480	12116	12445	9038	9680	12899	7331	6173	6929	6305	2672	4785	6576	4361	3144	3270	1786	2003	3888	3063	3745	2632	3604	2388	2059	1807	host	gene-NRS_465
gene-CPT_phageK_gp218	132	840	252	235	1695	914	1732	2425	9780	10963	11775	15238	32949	36735	63372	55302	60168	93454	39474	54876	38829	39890	58549	38956	22784	16886	17957	15347	phage	gene-CPT_phageK_gp218
gene-NRS_86	855	1107	957	1222	747	832	1155	1051	349	484	634	503	181	349	449	308	196	244	117	118	292	245	300	204	231	179	171	152	host	gene-NRS_86
gene-NRS_1310	1271	906	737	931	1417	547	733	1076	766	508	629	564	333	764	1075	655	481	476	217	305	454	481	570	488	393	298	306	251	host	gene-NRS_1310
gene-NRS_877	4543	3756	3477	3041	3452	2144	2719	3003	1888	2069	2355	2401	1204	1634	2955	1299	1609	1441	1067	1133	1468	1184	1634	1170	1415	913	919	803	host	gene-NRS_877
gene-NRS_2526	632	683	627	731	515	363	472	650	241	251	280	261	150	278	277	248	134	137	86	107	212	143	183	141	164	124	103	70	host	gene-NRS_2526
gene-NRS_56	287	334	285	226	284	199	209	271	139	166	148	181	73	55	113	63	70	65	29	31	83	38	86	70	74	66	39	47	host	gene-NRS_56
gene-NRS_264	1943	1632	1327	1715	2078	1375	1600	1866	1199	1019	1408	1052	489	1080	1182	897	518	622	293	377	726	548	645	478	548	391	374	332	host	gene-NRS_264
gene-NRS_2386	419	343	273	270	349	280	364	413	292	258	264	276	101	96	175	94	77	93	55	52	119	80	104	58	77	36	28	39	host	gene-NRS_2386
gene-NRS_2237	197757	315291	282882	376208	161847	264596	281629	374005	71827	213978	201722	153416	58055	110752	87299	114921	57545	57189	22050	29752	82997	68301	71681	54739	108564	72779	48931	43311	host	gene-NRS_2237
gene-NRS_1321	1617	1458	1039	1006	1340	777	1015	1264	711	674	682	663	232	295	577	335	249	214	33	87	261	242	272	181	297	184	130	99	host	gene-NRS_1321
gene-CPT_phageK_gp191	44	22	47	17	277	224	364	399	833	1474	1248	1041	664	222	319	171	111	144	45	71	116	115	165	86	67	77	76	46	phage	gene-CPT_phageK_gp191
gene-NRS_1060	7487	7218	6366	7297	6562	5657	6069	8308	3649	3913	4276	3836	1613	2364	3134	2396	1559	1788	1068	1004	2080	1583	1837	1300	2101	1190	1130	998	host	gene-NRS_1060
gene-NRS_1842	777	941	867	826	749	621	794	928	540	616	776	613	341	461	597	455	363	505	219	267	489	431	653	416	496	411	322	280	host	gene-NRS_1842
gene-NRS_1001	5084	4587	3825	4993	4821	3293	3513	4927	2982	2546	2973	2689	1250	2774	3598	2761	1830	1816	774	1044	2554	1963	2061	1536	2829	1663	1369	1236	host	gene-NRS_1001
gene-CPT_phageK_gp054	160	394	280	235	3179	2505	3234	5260	16708	22271	23173	25899	24163	23220	38131	28133	8430	11964	4101	4825	5076	5703	7329	5033	3343	2831	2467	1969	phage	gene-CPT_phageK_gp054
gene-NRS_1825	6988	4816	4717	3629	7056	4145	4520	5467	4315	3545	3377	3047	1552	1689	3593	2247	1626	2107	1049	1281	2153	1407	2244	1476	1896	1010	1057	921	host	gene-NRS_1825
gene-NRS_680	2077	2110	1793	1558	1879	1624	1730	1959	1011	1029	1129	983	456	546	843	430	352	468	181	215	462	374	442	360	323	233	227	176	host	gene-NRS_680
gene-NRS_1038	5085	5372	5034	5909	4527	4445	4399	6181	2318	3208	3276	3054	1496	2326	2422	2105	1305	1396	693	769	1954	1272	1667	1300	2394	1225	962	907	host	gene-NRS_1038
gene-NRS_581	1751	1345	1066	1514	1968	1058	1087	1531	1164	682	840	743	389	1148	1220	932	604	650	478	459	830	639	809	576	857	533	463	456	host	gene-NRS_581
gene-NRS_236	147	128	116	138	133	92	117	158	77	71	95	78	35	74	113	86	83	63	27	43	105	65	104	75	89	71	48	67	host	gene-NRS_236
gene-NRS_447	615	324	234	299	663	210	198	299	436	150	160	158	92	209	413	153	179	250	74	105	198	209	237	192	177	125	110	105	host	gene-NRS_447
gene-NRS_1416	242	294	226	284	248	210	241	295	157	151	217	136	68	164	157	116	77	128	64	67	117	111	111	96	114	89	75	79	host	gene-NRS_1416
gene-NRS_566	3556	3066	2663	3173	3919	2661	2764	3487	2590	1877	2204	1993	868	2053	2886	1867	1186	1467	663	818	1397	1221	1567	1174	1232	820	724	597	host	gene-NRS_566
gene-NRS_1122	1267	3152	2896	3964	1072	2291	2409	3677	379	1244	1541	1293	441	904	371	706	197	334	176	195	278	256	378	263	323	227	210	159	host	gene-NRS_1122
gene-NRS_335	806	879	763	822	745	645	780	984	497	469	511	509	276	497	495	377	245	224	178	154	304	243	301	164	253	190	138	156	host	gene-NRS_335
gene-NRS_661	1456	1138	1013	1053	1541	791	900	1242	866	601	678	632	249	510	854	512	415	460	180	280	514	433	534	361	525	225	254	238	host	gene-NRS_661
gene-NRS_577	1508	1513	1396	1465	1411	1261	1391	1614	707	937	1175	976	462	691	885	669	355	456	215	261	433	407	548	367	485	320	294	215	host	gene-NRS_577
gene-NRS_1079	352	226	257	334	359	176	145	279	257	178	158	170	120	243	528	397	313	311	249	304	556	318	337	308	896	362	289	327	host	gene-NRS_1079
gene-NRS_12	19581	20326	16450	18333	20349	12392	15064	20111	11588	9635	11029	10114	4528	7295	12805	8936	5702	6590	3856	4286	7436	5611	7031	5006	7522	4772	4403	3975	host	gene-NRS_12
gene-NRS_656	10166	11740	11599	15973	10538	9333	10135	14458	5854	6334	8032	7161	9776	8505	8304	6514	4537	5193	2795	3339	7869	4683	6131	4819	5921	3947	3785	3355	host	gene-NRS_656
gene-NRS_675	5986	6894	6069	7485	5561	4823	5408	7403	3266	3612	4375	4034	1809	3978	4187	3676	1945	2221	784	1124	2718	2211	2536	1973	2721	1634	1448	1328	host	gene-NRS_675
gene-NRS_2223	198723	275116	227628	317721	153531	213441	219130	302440	67944	134277	157857	138669	56605	117030	71701	116119	48442	50225	18103	23692	72544	58871	62704	48419	91466	59599	41239	36920	host	gene-NRS_2223
gene-NRS_1834	486	395	512	274	509	389	379	554	337	336	353	279	180	99	384	139	169	242	98	165	212	130	270	225	225	118	130	98	host	gene-NRS_1834
gene-NRS_2195	3767	2907	2447	2488	4071	2122	2297	3073	2732	1530	1608	1531	794	1432	3135	1539	1518	1274	683	842	1809	1310	1496	1083	1750	904	974	849	host	gene-NRS_2195
gene-NRS_37	20593	18217	16414	20941	20298	12897	14726	22568	12025	9849	11788	10765	4722	10550	15016	10722	7391	7724	3606	4207	10343	7864	9535	6783	11007	7088	6085	5118	host	gene-NRS_37
gene-CPT_phageK_gp213	616	1772	1427	973	12344	9863	11561	19792	62396	82869	79519	92284	99692	107827	173293	120398	69514	100937	48005	52583	57565	42793	58239	40085	29626	65207	24296	18126	phage	gene-CPT_phageK_gp213
gene-CPT_phageK_gp141	601	1690	1046	1118	10095	8878	11112	18653	56549	73569	80186	89019	140572	200476	242320	171421	138162	169539	82787	88945	104664	96597	124574	88080	66955	47850	48339	45924	phage	gene-CPT_phageK_gp141
gene-NRS_357	4075	2708	2569	2677	4280	2048	2370	3184	3164	1826	2064	1814	940	1657	4424	1922	1818	1906	310	677	2249	1682	2128	1578	1739	1255	944	885	host	gene-NRS_357
gene-NRS_1272	5049	4267	4259	4283	5270	3970	3814	5185	3275	2729	3040	2956	1757	2264	3377	1981	1584	1835	839	1007	1968	1500	2130	1628	2045	1148	975	871	host	gene-NRS_1272
gene-NRS_2220	280585	395057	353798	461497	228425	280252	297397	423994	100112	184515	220385	203052	78022	181688	125049	213278	83622	88001	68272	70656	122320	99598	113969	82024	170139	103224	93304	86122	host	gene-NRS_2220
gene-NRS_907	3498	1436	1138	1493	4701	880	1059	1501	3673	753	810	809	527	1555	3977	1379	1478	1732	583	816	1515	1314	1560	1135	1260	797	687	629	host	gene-NRS_907
gene-NRS_2429	929	847	712	926	986	558	665	956	612	400	451	421	176	469	859	490	497	376	282	319	599	423	493	409	625	355	322	321	host	gene-NRS_2429
gene-NRS_1085	56	64	65	75	57	28	37	57	23	20	35	25	7	29	38	29	29	14	12	16	24	25	38	37	46	18	23	16	host	gene-NRS_1085
gene-NRS_1679	12628	12123	10759	12087	11929	7505	8805	13076	6854	6172	6700	6427	2559	4690	7570	5207	3603	4036	2289	2492	4607	3370	4120	3165	4805	2729	2660	2359	host	gene-NRS_1679
gene-CPT_phageK_gp108	211	532	377	368	2721	2869	3278	5272	13072	18836	21387	23106	33870	47563	62658	60532	33143	43543	29646	27231	28153	27602	33186	22509	22950	17957	19387	17223	phage	gene-CPT_phageK_gp108
gene-NRS_207	1426	1601	1406	1183	1551	907	1241	1536	898	786	844	831	431	565	918	493	470	519	406	442	645	436	649	472	563	337	358	279	host	gene-NRS_207
gene-NRS_915	135	112	103	90	140	84	112	125	73	70	100	76	47	46	81	44	31	35	14	21	51	42	54	41	34	17	19	21	host	gene-NRS_915
gene-NRS_976	107	109	115	69	106	57	103	94	83	77	75	81	56	38	70	35	45	48	46	32	55	41	61	52	48	30	14	16	host	gene-NRS_976
gene-NRS_1512	255	256	227	280	201	172	191	241	155	152	200	145	117	190	199	117	104	67	37	41	101	92	114	64	87	62	49	45	host	gene-NRS_1512
gene-NRS_612	2935	1967	1765	1784	2692	1285	1471	1675	1383	944	1175	955	490	595	1136	585	498	446	205	275	494	401	450	364	643	361	251	260	host	gene-NRS_612
gene-NRS_937	3346	3434	2453	2654	3343	2799	2838	3920	2611	2196	2257	2336	1586	1495	2251	985	986	1177	641	678	1169	916	1143	918	721	425	508	414	host	gene-NRS_937
gene-NRS_1709	6142	5723	4620	6110	7249	4966	5192	6737	4735	3191	3689	3318	2033	3195	5927	2808	2457	2635	1557	1720	2450	2207	2782	1953	1967	1375	1372	1257	host	gene-NRS_1709
gene-NRS_2149	5765	5426	4691	5075	5718	4311	4732	7978	3681	3340	3949	3649	1676	2656	3944	2808	1915	2280	1552	1679	2459	2067	2581	1761	2412	1505	1487	1315	host	gene-NRS_2149
gene-NRS_154	187	143	128	138	173	76	116	139	115	84	81	89	37	65	154	79	88	68	34	31	107	79	99	97	104	69	74	43	host	gene-NRS_154
gene-NRS_649	4019	3444	2911	3345	4206	2625	3156	3822	2290	1887	2035	1823	910	1835	2370	1569	991	1295	659	725	1303	1121	1375	948	1201	755	793	698	host	gene-NRS_649
gene-NRS_999	4342	3792	3490	3710	4115	2563	2808	4284	2080	1663	1981	1687	801	1046	2216	1248	1211	1182	310	530	1686	1213	1486	1066	2068	1046	742	671	host	gene-NRS_999
gene-NRS_2123	2482	1907	1775	2643	3487	1772	1900	2623	2034	1081	1342	1237	703	1749	2890	1019	1401	1401	640	872	1727	1118	1649	1187	1368	781	768	660	host	gene-NRS_2123
gene-NRS_2497	123	107	72	99	119	78	97	120	59	75	83	94	43	46	64	49	36	48	16	10	63	48	54	41	45	41	26	30	host	gene-NRS_2497
gene-CPT_phageK_gp171	73	311	158	174	1116	761	1085	1841	2599	2723	3466	3307	4406	9170	9051	10060	22966	28563	11868	13690	20434	18930	20821	14401	15413	11371	9695	10374	phage	gene-CPT_phageK_gp171
gene-NRS_1468	12233	11716	11393	10096	12834	6813	8528	11290	6524	5760	7396	6222	2877	4166	6781	5143	3390	3292	2659	2635	4263	2988	3778	2782	4707	2748	2686	2373	host	gene-NRS_1468
gene-NRS_2056	46473	17100	10963	15292	22229	20608	35435	27639	9410	10792	8445	46286	3371	6212	8940	4345	4331	5769	3519	3101	5888	3985	5231	3930	4090	2686	2808	2451	host	gene-NRS_2056
gene-NRS_1389	15975	15780	13177	16438	15465	10538	16060	16961	9613	7811	9251	8229	11723	7656	10599	8033	4738	5206	2596	3055	6351	4642	5424	3931	6101	3594	3204	2972	host	gene-NRS_1389
gene-NRS_2496	286	292	210	223	254	176	196	249	179	161	153	156	66	97	143	89	87	91	43	48	96	84	126	71	114	57	73	42	host	gene-NRS_2496
gene-NRS_916	7066	4265	3748	4392	7151	3734	4003	5204	4573	3128	3331	2780	1431	3198	4060	2973	1738	2240	1136	1239	2335	1780	2092	1510	1956	1177	1134	1062	host	gene-NRS_916
gene-NRS_1689	18365	16518	14843	19119	20227	15006	13927	19719	12505	8905	10091	9462	4892	11259	17148	8804	8109	8848	2693	4160	9604	7214	9403	6887	8713	5399	4519	3802	host	gene-NRS_1689
gene-NRS_1304	108	111	117	102	102	87	95	113	65	73	74	58	27	78	80	67	47	65	27	19	87	59	69	31	65	45	49	22	host	gene-NRS_1304
gene-NRS_304	431	273	289	141	274	165	197	235	148	174	133	162	55	34	113	32	33	51	16	17	47	45	62	56	62	23	44	20	host	gene-NRS_304
gene-NRS_670	197	150	162	123	271	124	177	145	140	96	110	95	60	40	138	36	50	78	81	74	79	46	75	51	64	28	29	31	host	gene-NRS_670
gene-NRS_2542	3457	4048	4768	4804	2890	3886	3954	5359	1670	2559	3175	2871	1393	1842	2254	1730	1520	1496	589	728	2174	1858	2293	1550	2917	2092	1518	1137	host	gene-NRS_2542
gene-NRS_619	16458	19453	21197	14225	16498	14071	15801	19773	9191	13357	13608	13516	8128	5802	8676	4515	4360	5594	1480	2633	5416	4191	6905	4778	5321	2994	2514	2098	host	gene-NRS_619
gene-NRS_1605	1388	1295	1241	1138	1591	1048	1289	1379	884	873	1076	860	434	542	965	557	432	541	228	265	534	481	681	448	487	317	279	255	host	gene-NRS_1605
gene-NRS_1613	3298	4981	4650	4301	2813	3624	3997	5029	1547	2748	3019	2729	1221	1406	1436	1214	784	984	460	551	1133	888	1190	898	1068	693	623	559	host	gene-NRS_1613
gene-NRS_2273	233	196	227	270	303	212	153	251	159	155	182	138	129	206	307	140	207	202	170	138	225	138	248	149	246	118	130	123	host	gene-NRS_2273
gene-NRS_2269	1727	1565	1462	1495	1647	1298	1377	1735	1000	994	1235	1140	615	1244	1348	1059	579	644	281	334	722	607	746	553	635	411	341	348	host	gene-NRS_2269
gene-NRS_412	159	135	139	141	194	92	115	151	96	100	111	99	47	42	95	39	49	67	10	29	45	38	51	33	47	30	36	15	host	gene-NRS_412
gene-NRS_169	125	115	103	128	126	58	88	126	65	80	66	74	29	45	105	56	57	49	27	29	77	48	98	61	63	44	45	29	host	gene-NRS_169
gene-NRS_2442	4936	2952	2886	2123	4569	2050	2205	2871	2894	1840	1645	1459	768	534	1566	653	652	753	332	382	814	545	804	603	714	401	286	292	host	gene-NRS_2442
gene-CPT_phageK_gp065	358	863	766	635	6452	5219	6724	10732	36067	43477	44196	49303	63233	62797	117459	79847	32189	41319	17103	19417	17618	19879	26545	17738	12079	9294	9397	7556	phage	gene-CPT_phageK_gp065
gene-NRS_1313	1587	949	759	1041	1726	594	807	1090	1237	636	664	648	377	693	1391	804	543	607	378	392	620	585	725	487	591	377	400	346	host	gene-NRS_1313
gene-CPT_phageK_gp053	203	418	334	275	2926	2756	3190	5273	14019	17264	20517	21539	19791	17055	26397	15234	6376	8118	3812	3974	3991	4326	5579	3946	2287	1943	1887	1610	phage	gene-CPT_phageK_gp053
gene-NRS_876	10429	7596	6822	8216	11428	7294	7065	9846	7445	4735	5339	5263	2534	4684	7900	4275	10622	3938	1866	2332	4178	3059	4228	3057	3702	2193	2016	1761	host	gene-NRS_876
