Geneid	30_R1	480_R1	Entity	Symbol
gene-SynWH7803_0879	99	114	host	gene-SynWH7803_0879
gene-SynWH7803_1476	1261	1269	host	ctpA
gene-SynWH7803_0202	129	137	host	gene-SynWH7803_0202
gene-SynWH7803_2012	182	189	host	gene-SynWH7803_2012
gene-SynWH7803_0724	367	347	host	gene-SynWH7803_0724
gene-SynWH7803_2318	127	115	host	menA
gene-SynWH7803_1017	408	404	host	gene-SynWH7803_1017
gene-SynWH7803_0843	232	206	host	gene-SynWH7803_0843
gene-SynWH7803_1541	264	248	host	gene-SynWH7803_1541
gene-SynWH7803_0841	495	544	host	gene-SynWH7803_0841
gene-SynWH7803_1838	186	125	host	gene-SynWH7803_1838
gene-SynWH7803_2133	181	146	host	gene-SynWH7803_2133
gene-SynWH7803_1757	293	256	host	gene-SynWH7803_1757
gene-SynWH7803_0271	155	160	host	gene-SynWH7803_0271
gene-SSBP1_gp24	18	246	phage	gene-SSBP1_gp24
gene-SynWH7803_2434	327	296	host	gene-SynWH7803_2434
gene-SynWH7803_0557	21224	10286	host	gene-SynWH7803_0557
gene-SynWH7803_0109	650	452	host	gene-SynWH7803_0109
gene-SynWH7803_0130	1782	1461	host	gene-SynWH7803_0130
gene-SynWH7803_1255	582	565	host	gene-SynWH7803_1255
gene-SynWH7803_2204	951	849	host	nadB
gene-SSBP1_gp51	4	41	phage	gene-SSBP1_gp51
gene-SynWH7803_1470	110	121	host	phnE
gene-SynWH7803_0152	177	201	host	mgtE
gene-SynWH7803_0632	405	274	host	gene-SynWH7803_0632
gene-SynWH7803_2327	547	394	host	gene-SynWH7803_2327
gene-SynWH7803_0413	1598	1293	host	rpsM
gene-SynWH7803_0334	114	81	host	gene-SynWH7803_0334
gene-SynWH7803_1802	382	329	host	phoD
gene-SynWH7803_1954	145	132	host	msrA
gene-SynWH7803_1529	145	178	host	gene-SynWH7803_1529
gene-SynWH7803_0483	615	414	host	gene-SynWH7803_0483
gene-SynWH7803_0786	1201	553	host	gene-SynWH7803_0786
gene-SynWH7803_1035	525	466	host	gene-SynWH7803_1035
gene-SynWH7803_1642	115	99	host	trm1
gene-SynWH7803_2018	1784	1445	host	atpD
gene-SynWH7803_2127	237	254	host	gene-SynWH7803_2127
gene-SynWH7803_1887	702	614	host	gene-SynWH7803_1887
gene-SynWH7803_1223	2127	1945	host	dxs
gene-SynWH7803_1259	1454	1236	host	pgi
gene-SynWH7803_1483	62	93	host	gene-SynWH7803_1483
gene-SynWH7803_2401	168	224	host	gene-SynWH7803_2401
gene-SynWH7803_0832	252	211	host	gene-SynWH7803_0832
gene-SynWH7803_2214	91	88	host	gene-SynWH7803_2214
gene-SynWH7803_2495	2035	1494	host	cynS
gene-SynWH7803_1272	299	302	host	gene-SynWH7803_1272
gene-SynWH7803_0547	196	251	host	glpK
gene-SynWH7803_2449	86	88	host	gene-SynWH7803_2449
gene-SynWH7803_1393	251	198	host	gene-SynWH7803_1393
gene-SynWH7803_0083	54	75	host	cobH
gene-SynWH7803_0458	285	259	host	gene-SynWH7803_0458
gene-SynWH7803_0493	24006	29141	host	mpeB
gene-SynWH7803_1653	350	292	host	gene-SynWH7803_1653
gene-SynWH7803_2230	138	191	host	gene-SynWH7803_2230
gene-RNA_44	170	129	host	gene-RNA_44
gene-SynWH7803_0590	141	98	host	gene-SynWH7803_0590
gene-SynWH7803_0031	427	466	host	gene-SynWH7803_0031
gene-SynWH7803_0175	189	177	host	gene-SynWH7803_0175
gene-RNA_6	48	66	host	gene-RNA_6
gene-SynWH7803_0700	111	104	host	gene-SynWH7803_0700
gene-SynWH7803_2261	346	233	host	gene-SynWH7803_2261_gene_devA
gene-SynWH7803_2081	321	286	host	gene-SynWH7803_2081
gene-SynWH7803_2432	153	140	host	gene-SynWH7803_2432
gene-SynWH7803_0887	261	280	host	gene-SynWH7803_0887
gene-SynWH7803_0055	188	175	host	thiG
gene-SynWH7803_0103	115	100	host	rfbC
gene-SynWH7803_0721	361	374	host	gene-SynWH7803_0721
gene-SynWH7803_1003	118	101	host	gene-SynWH7803_1003
gene-SynWH7803_0373	185	180	host	rnhB
gene-SynWH7803_2410	610	532	host	gene-SynWH7803_2410
gene-SynWH7803_0207	437	427	host	ackA
gene-SynWH7803_0484	457	320	host	gene-SynWH7803_0484
gene-SynWH7803_0272	149	148	host	gene-SynWH7803_0272
gene-SynWH7803_0298	118	109	host	sfsA
gene-SynWH7803_0788	1631	1148	host	gene-SynWH7803_0788
gene-SynWH7803_1453	160	217	host	gene-SynWH7803_1453
gene-SynWH7803_0441	212	206	host	gene-SynWH7803_0441
gene-SynWH7803_2207	1079	942	host	gene-SynWH7803_2207
gene-SynWH7803_0312	549	502	host	psbN
gene-SynWH7803_0687	1557	1285	host	chpX
gene-SynWH7803_1581	148	170	host	gene-SynWH7803_1581
gene-SynWH7803_2463	112	72	host	gene-SynWH7803_2463
gene-SynWH7803_0105	186	149	host	gene-SynWH7803_0105
gene-SynWH7803_0780	281	321	host	trpS
gene-SynWH7803_2079	1160	1340	host	infB
gene-SynWH7803_1650	772	734	host	gene-SynWH7803_1650
gene-SynWH7803_1204	283	272	host	aroB
gene-SynWH7803_1855	718	660	host	ppX
gene-SynWH7803_1090	10983	6655	host	gene-SynWH7803_1090
gene-SynWH7803_0836	139	56	host	gene-SynWH7803_0836
gene-SynWH7803_0707	167	163	host	gene-SynWH7803_0707
gene-SynWH7803_1055	154	158	host	gene-SynWH7803_1055
gene-SynWH7803_1797	8195	5411	host	gene-SynWH7803_1797
gene-SynWH7803_0416	780	848	host	secY
gene-SynWH7803_2106	864	825	host	gene-SynWH7803_2106
gene-RNA_21	169	198	host	gene-RNA_21
gene-SynWH7803_0430	567	1109	host	rpsS
gene-SynWH7803_1493	719	883	host	prfC
gene-SynWH7803_0181	62	73	host	gene-SynWH7803_0181
gene-SynWH7803_0515	1367	1432	host	rpsA
gene-SynWH7803_1993	420	342	host	ftrV
gene-SynWH7803_1679	349	281	host	gene-SynWH7803_1679
gene-SynWH7803_1306	6014	3929	host	gene-SynWH7803_1306
gene-SynWH7803_1438	3411	3151	host	chlH
gene-SynWH7803_0842	199	201	host	gene-SynWH7803_0842
gene-SynWH7803_2381	128	151	host	gene-SynWH7803_2381
gene-SynWH7803_2519	402	490	host	argG
gene-SynWH7803_1864	273	237	host	gene-SynWH7803_1864
gene-SynWH7803_2085	615	494	host	gene-SynWH7803_2085
gene-SynWH7803_0748	726	758	host	clpB
gene-SynWH7803_2404	253	233	host	gene-SynWH7803_2404
gene-SynWH7803_2487	52	71	host	moaD
gene-SynWH7803_1543	286	254	host	gene-SynWH7803_1543
gene-SynWH7803_2254	89	78	host	gene-SynWH7803_2254
gene-SynWH7803_2457	178	167	host	gcvT
gene-SynWH7803_1593	1054	703	host	hisH
gene-SynWH7803_0791	146	141	host	gene-SynWH7803_0791
gene-SynWH7803_1561	452	503	host	zwf
gene-SynWH7803_1842	389	352	host	gene-SynWH7803_1842_gene_hli
gene-SynWH7803_1822	806	762	host	oprB
gene-SynWH7803_0338	127	143	host	gatC
gene-SynWH7803_1968	713	739	host	rpmA
gene-SynWH7803_1634	960	1136	host	trxB
gene-SynWH7803_0750	126	107	host	gene-SynWH7803_0750
gene-SynWH7803_0355	2039	2013	host	gene-SynWH7803_0355_gene_ftsH
gene-SynWH7803_1048	539	393	host	gene-SynWH7803_1048
gene-SynWH7803_1728	1362	1267	host	gene-SynWH7803_1728
gene-SynWH7803_2243	758	631	host	holB
gene-SynWH7803_0631	234	219	host	gene-SynWH7803_0631
gene-SynWH7803_2145	137	167	host	gene-SynWH7803_2145_gene_gltS
gene-SynWH7803_1560	2726	2094	host	petH
gene-SynWH7803_0537	854	648	host	masA
gene-SynWH7803_0268	292	253	host	fabI
gene-SynWH7803_0080	292	280	host	uvrB
gene-SynWH7803_1202	219	247	host	gene-SynWH7803_1202
gene-SynWH7803_2406	428	434	host	gene-SynWH7803_2406_gene_dfa
gene-SynWH7803_1972	89	92	host	gene-SynWH7803_1972
gene-SynWH7803_1121	150	140	host	gene-SynWH7803_1121
gene-SynWH7803_1672	84	91	host	gene-SynWH7803_1672
gene-SynWH7803_2357	59	65	host	gene-SynWH7803_2357
gene-SynWH7803_1181	201	178	host	gene-SynWH7803_1181
gene-SynWH7803_1406	409	398	host	gene-SynWH7803_1406
gene-SynWH7803_0800	215	215	host	gene-SynWH7803_0800
gene-SynWH7803_2192	86	143	host	gene-SynWH7803_2192
gene-SynWH7803_0775	114	127	host	gene-SynWH7803_0775
gene-SynWH7803_2258	1463	889	host	gene-SynWH7803_2258
gene-SynWH7803_2035	2644	1346	host	glnB
gene-SynWH7803_1196	116	153	host	gene-SynWH7803_1196
gene-SynWH7803_2455	1208	688	host	gene-SynWH7803_2455
gene-SynWH7803_1345	1006	898	host	spt%2C agt
gene-SynWH7803_0419	320	553	host	rplR
gene-SynWH7803_2224	306	336	host	crtQ%2C zds
gene-SynWH7803_2277	170	155	host	gene-SynWH7803_2277
gene-SynWH7803_1638	354	376	host	gene-SynWH7803_1638
gene-SynWH7803_0568	298	294	host	engA
gene-SynWH7803_0668	2582	1720	host	gene-SynWH7803_0668
gene-SynWH7803_0784	21596	17226	host	gene-SynWH7803_0784_gene_psbA
gene-SynWH7803_0066	171	194	host	gene-SynWH7803_0066
gene-SynWH7803_1715	267	236	host	ribF
gene-SynWH7803_1658	106	109	host	cobQ
gene-SynWH7803_2251	185	224	host	fabD
gene-SynWH7803_2066	256	258	host	rpiA%2C cbbI%2C ppi
gene-SynWH7803_2232	377	325	host	gene-SynWH7803_2232
gene-SynWH7803_0348	222	183	host	gene-SynWH7803_0348
gene-SynWH7803_2137	952	1246	host	gene-SynWH7803_2137
gene-SSBP1_gp21	4	52	phage	gene-SSBP1_gp21
gene-SynWH7803_0692	99	91	host	gene-SynWH7803_0692
gene-SynWH7803_0242	223	202	host	gene-SynWH7803_0242_gene_galE
gene-SynWH7803_1394	173	160	host	gene-SynWH7803_1394
gene-SynWH7803_2275	257	287	host	gene-SynWH7803_2275
gene-SynWH7803_0370	303	304	host	gene-SynWH7803_0370
gene-SynWH7803_0326	350	312	host	gene-SynWH7803_0326
gene-SynWH7803_0383	166	153	host	gene-SynWH7803_0383
gene-SynWH7803_1915	220	193	host	gene-SynWH7803_1915
gene-SynWH7803_0892	123	177	host	gene-SynWH7803_0892
gene-SynWH7803_2270	1299	791	host	gene-SynWH7803_2270
gene-SynWH7803_1021	129	168	host	menD
gene-SynWH7803_0407	1354	1215	host	rpsI
gene-SynWH7803_1713	87	129	host	surE
gene-SynWH7803_0745	238	222	host	gene-SynWH7803_0745
gene-SynWH7803_1989	774	821	host	rpoZ
gene-SynWH7803_0405	419	428	host	prfA
gene-SynWH7803_2307	379	375	host	gene-SynWH7803_2307
gene-SynWH7803_2095	212	246	host	obg
gene-SynWH7803_0500	7100	5925	host	gene-SynWH7803_0500
gene-SynWH7803_2172	229	193	host	bcp
gene-SynWH7803_0276	630	691	host	gene-SynWH7803_0276
gene-SynWH7803_1726	133	134	host	era
gene-SynWH7803_0934	6847	3437	host	gene-SynWH7803_0934
gene-SynWH7803_1648	7070	6312	host	psbC
gene-SynWH7803_0059	580	439	host	rpmI
gene-SynWH7803_0519	292	271	host	gene-SynWH7803_0519
gene-SynWH7803_1168	231	253	host	gene-SynWH7803_1168
gene-SynWH7803_1725	128	145	host	gene-SynWH7803_1725
gene-SynWH7803_2185	634	716	host	uup
gene-SynWH7803_2284	964	987	host	gene-SynWH7803_2284
gene-SynWH7803_1640	681	637	host	gene-SynWH7803_1640
gene-SynWH7803_0439	753	630	host	recA
gene-SynWH7803_2431	143	134	host	gene-SynWH7803_2431
gene-SynWH7803_2043	83	98	host	gene-SynWH7803_2043
gene-SynWH7803_0104	142	125	host	rfbD
gene-SynWH7803_1663	153	161	host	gene-SynWH7803_1663
gene-SynWH7803_2122	522	514	host	gene-SynWH7803_2122
gene-SynWH7803_0121	1088	936	host	gene-SynWH7803_0121
gene-SynWH7803_1213	500	489	host	gene-SynWH7803_1213
gene-SynWH7803_1840	273	202	host	nfrC
gene-SynWH7803_2418	947	1069	host	rplI
gene-SynWH7803_2385	392	496	host	gatB
gene-SynWH7803_1605	924	568	host	gene-SynWH7803_1605
gene-SynWH7803_1722	69	102	host	gene-SynWH7803_1722
gene-SSBP1_gp48	5	59	phage	gene-SSBP1_gp48
gene-SynWH7803_2291	988	1025	host	ndhA
gene-SynWH7803_1652	116	121	host	gene-SynWH7803_1652
gene-SynWH7803_0957	79	96	host	gene-SynWH7803_0957
gene-SynWH7803_0491	875	720	host	cpeY
gene-SynWH7803_1829	461	536	host	gene-SynWH7803_1829
gene-SynWH7803_0485	16041	13715	host	cpeB
gene-SynWH7803_2273	693	714	host	crtD%2Cpds
gene-SynWH7803_1178	195	221	host	gene-SynWH7803_1178
gene-SynWH7803_1450	265	297	host	gene-SynWH7803_1450
gene-RNA_38	924	628	host	gene-RNA_38
gene-SynWH7803_2314	706	731	host	ndhH
gene-SynWH7803_2109	145	148	host	gene-SynWH7803_2109
gene-SynWH7803_0499	3705	3014	host	cpeS
gene-RNA_2	86	96	host	gene-RNA_2
gene-SynWH7803_1979	2549	1909	host	gene-SynWH7803_1979_gene_petF
gene-SynWH7803_0446	1468	1120	host	gene-SynWH7803_0446
gene-SynWH7803_2482	141	146	host	gene-SynWH7803_2482
gene-SynWH7803_1522	312	368	host	gene-SynWH7803_1522
gene-SynWH7803_0598	115	115	host	gene-SynWH7803_0598
gene-SynWH7803_0618	158	163	host	cobK
gene-SynWH7803_2458	425	386	host	aspS
gene-SynWH7803_1646	162	161	host	gene-SynWH7803_1646
gene-SynWH7803_1780	210	206	host	gene-SynWH7803_1780
gene-SynWH7803_1396	248	242	host	gene-SynWH7803_1396
gene-SynWH7803_2349	92	146	host	gene-SynWH7803_2349
gene-SynWH7803_0110	194	177	host	gene-SynWH7803_0110
gene-SynWH7803_1392	346	277	host	fur
gene-SynWH7803_0952	285	365	host	gene-SynWH7803_0952
gene-SynWH7803_2331	209	183	host	hisC
gene-SynWH7803_1265	470	354	host	gene-SynWH7803_1265
gene-SynWH7803_0336	93	111	host	gene-SynWH7803_0336
gene-SynWH7803_1184	136	115	host	gene-SynWH7803_1184
gene-SynWH7803_2144	112	141	host	gene-SynWH7803_2144
gene-SynWH7803_0667	1478	1199	host	psaM
gene-SynWH7803_0462	144	156	host	gene-SynWH7803_0462
gene-SynWH7803_0225	155	156	host	gene-SynWH7803_0225
gene-SynWH7803_1004	68	76	host	gene-SynWH7803_1004
gene-SynWH7803_0213	227	231	host	gene-SynWH7803_0213
gene-SynWH7803_0880	80	69	host	gene-SynWH7803_0880
gene-SynWH7803_0851	180	160	host	gene-SynWH7803_0851
gene-SynWH7803_1737	134	171	host	gene-SynWH7803_1737
gene-SynWH7803_2083	163	141	host	gene-SynWH7803_2083
gene-SynWH7803_1532	931	677	host	gene-SynWH7803_1532
gene-SynWH7803_1084	107	107	host	gene-SynWH7803_1084
gene-SynWH7803_1796	5989	3175	host	gene-SynWH7803_1796
gene-SynWH7803_2265	549	492	host	gene-SynWH7803_2265
gene-SynWH7803_1138	94	76	host	gene-SynWH7803_1138
gene-SynWH7803_1037	308	231	host	murI
gene-SynWH7803_1197	441	441	host	gene-SynWH7803_1197
gene-SynWH7803_1811	81	79	host	gene-SynWH7803_1811
gene-SynWH7803_1808	86	85	host	futA
gene-SynWH7803_2491	83	115	host	gene-SynWH7803_2491
gene-SynWH7803_0944	144	197	host	gene-SynWH7803_0944
gene-SynWH7803_0471	403	374	host	gene-SynWH7803_0471
gene-SynWH7803_0706	283	287	host	gor
gene-SynWH7803_1338	82	93	host	gene-SynWH7803_1338
gene-SynWH7803_1502	301	350	host	gene-SynWH7803_1502
gene-SynWH7803_1233	745	611	host	ugpA
gene-SynWH7803_2170	264	176	host	gene-SynWH7803_2170
gene-SynWH7803_2323	104	76	host	gene-SynWH7803_2323
gene-SynWH7803_0280	138	112	host	gene-SynWH7803_0280
gene-SynWH7803_1540	158	140	host	gene-SynWH7803_1540
gene-SynWH7803_0014	773	766	host	gene-SynWH7803_0014
gene-SynWH7803_2117	329	246	host	gene-SynWH7803_2117
gene-SynWH7803_0694	164	152	host	gloB
gene-SynWH7803_1615	176	181	host	gene-SynWH7803_1615
gene-SynWH7803_1082	113	93	host	gene-SynWH7803_1082
gene-SynWH7803_1526	208	202	host	lipA
gene-SynWH7803_1732	255	219	host	gene-SynWH7803_1732
gene-SynWH7803_2322	259	235	host	gene-SynWH7803_2322
gene-SynWH7803_2159	325	285	host	gene-SynWH7803_2159
gene-SynWH7803_2205	453	414	host	gene-SynWH7803_2205
gene-SSBP1_gp16	7	132	phage	gene-SSBP1_gp16
gene-SynWH7803_2402	114	126	host	gene-SynWH7803_2402
gene-SynWH7803_0988	103	98	host	gene-SynWH7803_0988
gene-SynWH7803_1221	488	435	host	gene-SynWH7803_1221
gene-SynWH7803_2365	127	115	host	gene-SynWH7803_2365
gene-SynWH7803_1751	252	213	host	codA
gene-SynWH7803_1888	64	77	host	birA
gene-SynWH7803_0970	64	89	host	gene-SynWH7803_0970
gene-SynWH7803_0708	47	50	host	gene-SynWH7803_0708
gene-SynWH7803_1944	163	149	host	gene-SynWH7803_1944
gene-SynWH7803_1752	198	169	host	gene-SynWH7803_1752
gene-SynWH7803_0227	125	112	host	gene-SynWH7803_0227
gene-SynWH7803_0654	1098	1040	host	gene-SynWH7803_0654
gene-SynWH7803_1222	169	249	host	ilvA
gene-SynWH7803_0288	134	191	host	tgt
gene-SynWH7803_0138	148	137	host	gene-SynWH7803_0138
gene-SynWH7803_2040	595	553	host	gene-SynWH7803_2040
gene-SynWH7803_1787	115	126	host	gene-SynWH7803_1787
gene-SynWH7803_2370	482	377	host	gene-SynWH7803_2370
gene-SynWH7803_0211	107	72	host	gene-SynWH7803_0211
gene-SynWH7803_1026	527	321	host	glgA
gene-SynWH7803_1678	2144	1531	host	gene-SynWH7803_1678
gene-RNA_46	126	150	host	gene-RNA_46
gene-SynWH7803_2460	613	736	host	dps
gene-SynWH7803_2234	144	138	host	cysK
gene-SynWH7803_0691	90	81	host	gene-SynWH7803_0691
gene-SynWH7803_0655	899	790	host	gene-SynWH7803_0655
gene-SynWH7803_0672	980	1356	host	chlN
gene-SynWH7803_2504	584	575	host	aroF
gene-SynWH7803_0410	871	1080	host	rplQ
gene-SynWH7803_1386	547	552	host	gene-SynWH7803_1386
gene-SynWH7803_2179	230	197	host	trkA
gene-SynWH7803_0352	203	146	host	gene-SynWH7803_0352
gene-SynWH7803_0834	552	495	host	gene-SynWH7803_0834
gene-SynWH7803_1428	441	535	host	gene-SynWH7803_1428
gene-SynWH7803_0641	1218	676	host	cobO
gene-SynWH7803_1530	203	202	host	bioB
gene-SynWH7803_1573	79	91	host	gene-SynWH7803_1573
gene-SynWH7803_0302	111	135	host	gene-SynWH7803_0302
gene-SynWH7803_1734	361	427	host	pdhA
gene-SynWH7803_1336	277	260	host	gene-SynWH7803_1336
gene-SynWH7803_1402	701	712	host	gene-SynWH7803_1402
gene-SynWH7803_0962	146	182	host	gene-SynWH7803_0962
gene-SynWH7803_1572	59	73	host	RluA
gene-SynWH7803_0116	456	396	host	gene-SynWH7803_0116
gene-SynWH7803_1288	1162	1004	host	apcD
gene-SynWH7803_2373	374	422	host	rplA
gene-SynWH7803_2337	143	147	host	nadC
gene-SynWH7803_0387	154	133	host	gene-SynWH7803_0387_gene_lipA
gene-SynWH7803_0648	299	307	host	gene-SynWH7803_0648
gene-SynWH7803_0658	1775	1628	host	folE
gene-SynWH7803_0087	471	398	host	psbZ
gene-SynWH7803_0292	596	553	host	gene-SynWH7803_0292
gene-SynWH7803_1248	196	207	host	gene-SynWH7803_1248
gene-SynWH7803_0072	440	397	host	asd
gene-SynWH7803_1073	202	186	host	dnaG
gene-SynWH7803_0796	486	361	host	gene-SynWH7803_0796
gene-SynWH7803_1691	80	122	host	gene-SynWH7803_1691
gene-SynWH7803_1986	339	247	host	gene-SynWH7803_1986
gene-SynWH7803_1536	648	665	host	gldA
gene-SynWH7803_1670	71	101	host	gene-SynWH7803_1670
gene-SynWH7803_0749	313	261	host	gene-SynWH7803_0749
gene-SynWH7803_1131	505	610	host	ilvD
gene-SynWH7803_2422	161	158	host	gene-SynWH7803_2422
gene-SynWH7803_0079	69	81	host	gene-SynWH7803_0079
gene-SynWH7803_0238	73	90	host	kpsF
gene-SynWH7803_2443	81	94	host	gene-SynWH7803_2443
gene-SynWH7803_0379	3284	4078	host	tuf
gene-SynWH7803_0913	56	65	host	gene-SynWH7803_0913
gene-SynWH7803_0487	9171	5240	host	mpeE
gene-SynWH7803_0219	186	181	host	gene-SynWH7803_0219
gene-SynWH7803_1890	340	362	host	gene-SynWH7803_1890_gene_trxA
gene-SynWH7803_1092	137	126	host	gene-SynWH7803_1092
gene-SynWH7803_0777	62	45	host	gene-SynWH7803_0777
gene-SynWH7803_1521	499	592	host	gene-SynWH7803_1521
gene-SynWH7803_1063	227	162	host	gene-SynWH7803_1063
gene-SynWH7803_1626	209	235	host	gene-SynWH7803_1626
gene-SynWH7803_0649	234	244	host	gene-SynWH7803_0649
gene-SynWH7803_1067	1236	935	host	dnaE
gene-SynWH7803_1154	299	220	host	proB
gene-SynWH7803_1941	560	439	host	gene-SynWH7803_1941
gene-SynWH7803_1254	210	191	host	purN
gene-SynWH7803_0674	1440	1281	host	gene-SynWH7803_0674
gene-SynWH7803_0086	143	167	host	gene-SynWH7803_0086
gene-SynWH7803_1047	494	351	host	gene-SynWH7803_1047
gene-SynWH7803_1688	328	342	host	argF
gene-SynWH7803_0772	470	435	host	ndhD
gene-SynWH7803_1464	82	67	host	gene-SynWH7803_1464
gene-SynWH7803_1601	85	84	host	ruvC
gene-SynWH7803_2010	318	338	host	ald
gene-SynWH7803_0684	246	255	host	csoS1/ccmK2
gene-SynWH7803_1846	230	228	host	gmk
gene-SynWH7803_2120	189	210	host	gene-SynWH7803_2120
gene-SynWH7803_0267	107	97	host	gene-SynWH7803_0267
gene-SynWH7803_1784	345	340	host	gene-SynWH7803_1784
gene-SynWH7803_1293	420	383	host	gene-SynWH7803_1293
gene-SynWH7803_1788	242	238	host	gene-SynWH7803_1788
gene-SynWH7803_1745	525	493	host	spoU
gene-SSBP1_gp46	7	56	phage	gene-SSBP1_gp46
gene-SSBP1_gp18	5	58	phage	gene-SSBP1_gp18
gene-SynWH7803_0329	142	113	host	gene-SynWH7803_0329
gene-SynWH7803_0714	1111	881	host	ctaD%2C coxA
gene-SynWH7803_2135	1235	1091	host	gene-SynWH7803_2135
gene-SynWH7803_1767	501	750	host	gene-SynWH7803_1767
gene-SynWH7803_1827	402	403	host	gene-SynWH7803_1827
gene-SynWH7803_1781	296	279	host	gene-SynWH7803_1781
gene-SynWH7803_0067	201	201	host	gene-SynWH7803_0067
gene-SynWH7803_2492	504	1802	host	nirA
gene-SynWH7803_0577	188	205	host	deoC
gene-SynWH7803_2011	97	125	host	gene-SynWH7803_2011
gene-SSBP1_gp29	14	94	phage	gene-SSBP1_gp29
gene-SynWH7803_0392	36960	40278	host	psaB
gene-SynWH7803_1832	651	787	host	map
gene-SynWH7803_0135	122	102	host	gene-SynWH7803_0135
gene-SynWH7803_1602	64	49	host	gene-SynWH7803_1602
gene-SynWH7803_2221	190	173	host	hemD
gene-SynWH7803_2489	144	172	host	gene-SynWH7803_2489_gene_cobA
gene-SynWH7803_0394	225	205	host	gene-SynWH7803_0394
gene-SynWH7803_2003	159	161	host	gph
gene-SynWH7803_2445	609	565	host	gene-SynWH7803_2445
gene-SynWH7803_0108	791	505	host	gene-SynWH7803_0108
gene-SynWH7803_2292	373	373	host	gltA
gene-SSBP1_gp13	2	73	phage	gene-SSBP1_gp13
gene-SynWH7803_2345	373	516	host	gene-SynWH7803_2345
gene-SynWH7803_1136	314	310	host	gene-SynWH7803_1136
gene-SynWH7803_1211	1126	762	host	petN
gene-SynWH7803_1731	205	266	host	ffh
gene-SynWH7803_0647	117	121	host	gene-SynWH7803_0647
gene-SynWH7803_1408	407	446	host	metA
gene-SynWH7803_1957	194	179	host	fabZ
gene-SynWH7803_2499	182	191	host	gene-SynWH7803_2499
gene-SynWH7803_0533	9573	6479	host	petB
gene-SynWH7803_2028	8736	7911	host	apcC
gene-SynWH7803_1789	127	141	host	gene-SynWH7803_1789
gene-SynWH7803_0660	150	172	host	trpF
gene-SynWH7803_0903	298	265	host	gene-SynWH7803_0903
gene-SynWH7803_2239	2235	1482	host	gene-SynWH7803_2239_gene_psbD
gene-SynWH7803_1009	143	132	host	gene-SynWH7803_1009
gene-SynWH7803_0681	854	692	host	csoS3
gene-SynWH7803_2129	84	92	host	gene-SynWH7803_2129
gene-SynWH7803_1630	736	981	host	gene-SynWH7803_1630
gene-SynWH7803_0356	525	461	host	kdgA
gene-SynWH7803_0742	3761	5527	host	gene-SynWH7803_0742_gene_rpoD
gene-SynWH7803_1190	553	605	host	gene-SynWH7803_1190
gene-SynWH7803_1243	250	219	host	pstB
gene-SynWH7803_0523	115	129	host	smf
gene-SynWH7803_1220	763	876	host	gene-SynWH7803_1220
gene-SynWH7803_0359	129	93	host	gene-SynWH7803_0359
gene-SynWH7803_2238	248	224	host	gene-SynWH7803_2238
gene-SynWH7803_0297	4528	7208	host	amt1
gene-SynWH7803_2393	3066	2590	host	gene-SynWH7803_2393
gene-SynWH7803_0117	316	292	host	gene-SynWH7803_0117
gene-SynWH7803_0217	275	324	host	icd
gene-SynWH7803_1819	148	139	host	xthA
gene-SynWH7803_0017	372	396	host	gene-SynWH7803_0017
gene-SynWH7803_1583	182	181	host	gene-SynWH7803_1583
gene-SynWH7803_2329	492	331	host	pabA
gene-SynWH7803_1069	1356	1266	host	rpsO
gene-SynWH7803_0363	191	179	host	proW
gene-SynWH7803_2308	141	149	host	gene-SynWH7803_2308
gene-SynWH7803_1566	230	228	host	gene-SynWH7803_1566
gene-SynWH7803_1814	138	159	host	gene-SynWH7803_1814
gene-SynWH7803_1971	79	98	host	truB
gene-SynWH7803_0995	106	71	host	gene-SynWH7803_0995
gene-SynWH7803_1269	390	411	host	uvrC
gene-SynWH7803_0322	454	330	host	gene-SynWH7803_0322_gene_dcd
gene-SynWH7803_1116	642	557	host	gene-SynWH7803_1116_gene_ftsH
gene-SynWH7803_2013	123	95	host	gene-SynWH7803_2013
gene-SynWH7803_0169	538	607	host	ahcY
gene-SynWH7803_2149	378	377	host	sufC
gene-SynWH7803_1660	108	96	host	gene-SynWH7803_1660
gene-SynWH7803_2336	247	238	host	argS
gene-SynWH7803_1931	239	221	host	gene-SynWH7803_1931
gene-SynWH7803_1212	1098	753	host	gene-SynWH7803_1212
gene-SynWH7803_0569	115	107	host	cbiQ
gene-SynWH7803_0924	79	152	host	gene-SynWH7803_0924
gene-SynWH7803_2244	161	161	host	tmk
gene-SynWH7803_0245	274	235	host	gene-SynWH7803_0245
gene-SynWH7803_0936	361	337	host	gene-SynWH7803_0936
gene-SynWH7803_2342	703	649	host	spoT
gene-SynWH7803_2091	296	348	host	gene-SynWH7803_2091_gene_uup
gene-SynWH7803_0200	311	340	host	manC
gene-SynWH7803_1812	96	116	host	gene-SynWH7803_1812
gene-RNA_11	57	77	host	gene-RNA_11
gene-SynWH7803_0239	180	164	host	gene-SynWH7803_0239
gene-SynWH7803_2386	92	92	host	gene-SynWH7803_2386
gene-SynWH7803_2363	651	480	host	gene-SynWH7803_2363
gene-SynWH7803_0779	79	108	host	gene-SynWH7803_0779
gene-SynWH7803_1934	271	229	host	gene-SynWH7803_1934
gene-SynWH7803_0865	104	62	host	gene-SynWH7803_0865
gene-SynWH7803_0020	311	350	host	gene-SynWH7803_0020_gene_pilT
