Geneid	15_R1	15_R2	15_R3	35_R1	35_R2	35_R3	45_R1	45_R2	45_R3	Entity	Symbol
gene-LUU82_04600	1710	2758	2148	2325	2958	3214	2721	3370	3088	host	gene-LUU82_04600
gene-LUU82_08800	267	376	411	542	532	815	664	691	799	host	gene-LUU82_08800
gene-LUU82_12085	1723	2585	2168	2839	3386	3148	3396	4747	3993	host	gene-LUU82_12085
gene-LUU82_05075	1583	2292	2165	1856	2812	2123	2380	4295	2872	host	gene-LUU82_05075
gene-LUU82_07350	5583	7875	8091	8768	10569	11402	8775	12829	10884	host	hxlA
gene-LUU82_00725	1265	2181	2194	4002	3893	3472	13817	15426	13232	host	gene-LUU82_00725
gene-LUU82_13265	25030	31626	29079	31907	33986	27520	22878	38775	28066	host	gene-LUU82_13265
gene-LUU82_09155	2207	4347	4253	30472	2280	2195	1246	1545	1457	host	pflB
gene-LUU82_01325	1573	2242	2141	2209	2748	2882	2251	3261	2671	host	gene-LUU82_01325
gene-LUU82_06890	10214	15107	10662	8872	10765	11165	8453	9060	8110	host	gene-LUU82_06890
gene-LUU82_06675	2962	4424	4043	4396	5640	5614	5117	6688	5427	host	norA
gene-LUU82_12655	230660	293606	256802	222771	321336	228470	245807	371915	257312	host	secY
gene-SAM1_00072	133582	108476	113161	380306	347448	389094	516073	514084	473144	phage	gene-SAM1_00072
gene-LUU82_12700	2573	3270	3174	3270	3941	3519	3267	4629	3492	host	gene-LUU82_12700
gene-LUU82_05655	4175	6595	5396	4658	5821	6098	5060	6124	5274	host	lepB
gene-LUU82_11850	1127	2374	1691	20165	1339	1283	1549	1472	1250	host	gene-LUU82_11850
gene-SAM1_00184	7415	9067	8028	5248	4987	5973	14126	12847	16379	phage	gene-SAM1_00184
gene-LUU82_02855	645	897	840	905	1113	1036	867	1364	990	host	gene-LUU82_02855
gene-LUU82_08200	56	76	62	80	85	89	77	110	89	host	gene-LUU82_08200
gene-LUU82_06720	31422	51112	40356	36761	41934	48579	40229	44611	41893	host	mgrA
gene-LUU82_11335	782	991	1053	1267	1378	1399	1242	1804	1359	host	gene-LUU82_11335
gene-LUU82_04365	4133	5683	5237	4719	5899	4888	4527	6002	4804	host	fmt
gene-LUU82_06780	1684	2650	2196	2215	2752	2891	2238	2891	2362	host	gene-LUU82_06780
gene-LUU82_07255	4105	6005	5434	4758	5920	5637	4532	6115	5187	host	mvk
gene-LUU82_10375	23	34	44	26	52	46	39	48	50	host	icaD
gene-LUU82_08140	825	1289	270	979	952	567	725	962	475	host	gene-LUU82_08140
gene-LUU82_08470	2018	2850	2552	2413	3163	3238	3024	3506	3007	host	gene-LUU82_08470
gene-LUU82_12335	440	641	593	618	741	714	619	880	794	host	ureG
gene-LUU82_13115	1216	1656	1680	2218	1729	1890	1214	1945	1683	host	gene-LUU82_13115
gene-LUU82_05090	4113	5475	7638	10630	9839	9449	8530	13222	10967	host	purD
gene-LUU82_10985	892	1246	1203	1792	1752	1688	1450	2320	1814	host	pruA
gene-LUU82_12235	1059	1547	1369	1426	1668	1676	1611	2227	2123	host	gene-LUU82_12235
gene-SAM1_00075	1130	1941	1228	891	808	1629	2856	1596	2826	phage	gene-SAM1_00075
gene-LUU82_07810	4382	5828	5041	5659	6363	5193	6005	8192	6156	host	ispE
gene-LUU82_05805	20600	27044	20545	29534	36387	29161	26306	34150	24953	host	dltD
gene-LUU82_04570	883	1251	1037	1081	1267	1398	1135	1411	1285	host	gene-LUU82_04570
gene-LUU82_09095	139	166	137	145	130	150	135	228	177	host	gene-LUU82_09095
gene-LUU82_04380	416	685	555	519	669	770	637	806	729	host	gene-LUU82_04380
gene-LUU82_07420	3477	5194	4737	6101	6782	7708	6002	8102	7375	host	gene-LUU82_07420
gene-LUU82_06530	595	758	808	1125	1292	1042	1048	1842	1247	host	hisC
gene-LUU82_07480	183569	241930	218399	183572	243991	174259	186960	278477	193291	host	rpoB
gene-LUU82_01745	5969	8546	7266	6886	8607	8212	6732	8931	7424	host	tyrS
gene-LUU82_09500	168	228	249	155	242	231	197	249	238	host	cap8B
gene-LUU82_04085	3926	6785	4923	4201	5814	6434	4719	5421	4629	host	rbfA
gene-LUU82_10980	426	606	573	810	937	762	713	1174	904	host	gene-LUU82_10980
gene-LUU82_00745	2798	4701	4958	8437	8077	6804	30382	34533	29747	host	gene-LUU82_00745
gene-LUU82_10670	8	14	19	6	19	20	16	24	13	host	gene-LUU82_10670
gene-LUU82_06585	408	562	475	520	652	622	484	675	520	host	gene-LUU82_06585
gene-LUU82_00200	1864	2525	2429	3430	4132	4199	3948	5093	4069	host	pmtC
gene-LUU82_11060	3385	4600	4983	4844	5804	5552	6549	9804	7064	host	gene-LUU82_11060
gene-SAM1_00214	3133	4297	3422	1398	1327	1717	5015	3902	5855	phage	gene-SAM1_00214
gene-LUU82_01360	196	235	199	204	215	216	189	235	178	host	gene-LUU82_01360
gene-LUU82_04030	3657	4898	4860	4414	5908	5992	4891	6482	5286	host	gene-LUU82_04030
gene-LUU82_12840	2984	3938	3916	4620	5717	5250	4195	6274	4843	host	gene-LUU82_12840
gene-LUU82_11215	24	35	21	29	46	43	24	31	24	host	gene-LUU82_11215
gene-LUU82_11985	132	194	194	156	205	194	164	239	163	host	gene-LUU82_11985
gene-LUU82_12065	5051	7931	5469	5078	6496	5928	6049	7168	5783	host	gltS
gene-LUU82_00385	2214	3363	2881	3255	4013	4160	3449	4679	4095	host	gene-LUU82_00385
gene-LUU82_02340	84	140	151	116	141	175	199	232	255	host	gene-LUU82_02340
gene-LUU82_10595	1324	1890	1782	2018	2185	2329	1785	2555	2137	host	nsaR
gene-LUU82_04655	1160	1882	1378	1516	1900	2471	1545	1956	1900	host	gene-LUU82_04655
gene-LUU82_06255	60049	70434	72193	109282	101333	72865	67622	120259	84005	host	gpmI
gene-LUU82_12355	77	105	92	155	150	122	142	204	173	host	gene-LUU82_12355
gene-LUU82_09330	762	1084	949	951	1153	952	907	1296	1053	host	rocD
gene-SAM1_00145	23291	29306	25020	9145	8550	9715	19121	17946	22365	phage	gene-SAM1_00145
gene-LUU82_07475	185980	245092	220659	177761	247938	173780	191951	289054	197856	host	rpoC
gene-LUU82_11230	924	1194	1198	1324	1388	1418	1041	1492	1207	host	gene-LUU82_11230
gene-LUU82_11885	1406	2157	2003	1737	2345	2296	2062	2516	2184	host	rsp
gene-LUU82_13425	12	19	13	15	15	17	6	13	12	host	kdpF
gene-LUU82_04660	1028	1651	683	1617	2286	1766	3206	4026	2480	host	gene-LUU82_04660
gene-LUU82_07305	3843	6216	5019	6353	7345	7665	6216	8001	6834	host	gene-LUU82_07305_gene_thiD
gene-LUU82_07935	924	1455	1216	1280	1350	1283	1175	1411	1151	host	treR
gene-LUU82_08660	90	119	102	108	134	107	83	141	106	host	gene-LUU82_08660
gene-LUU82_08365	17683	29637	27491	20319	24051	39621	32882	32192	35037	host	gene-LUU82_08365
gene-LUU82_04050	4192	5802	5390	4964	6012	6106	5358	6706	5614	host	gene-LUU82_04050
gene-LUU82_05310	52	70	51	48	69	66	56	59	76	host	gene-LUU82_05310
gene-LUU82_00055	138	217	228	210	229	201	220	241	233	host	gene-LUU82_00055
gene-LUU82_06505	2323	3349	2855	2574	3294	3295	2527	3218	2723	host	queF
gene-SAM1_00155	70980	67759	63145	440542	399257	393190	599498	625663	537916	phage	gene-SAM1_00155
gene-SAM1_00229	18880	25516	21853	10745	10986	10135	24716	25818	30655	phage	gene-SAM1_00229
gene-LUU82_05370	1467	2304	1954	2057	2630	2614	1956	2485	2243	host	gene-LUU82_05370
gene-LUU82_12630	121311	154790	135595	115613	167671	123608	120125	183502	124234	host	rplF
gene-LUU82_07755	4546	6257	6135	6755	8412	7419	6782	9857	7838	host	gene-LUU82_07755
gene-LUU82_04415	478	815	580	707	562	619	539	663	559	host	gene-LUU82_04415
gene-LUU82_03660	3550	7588	4622	3494	4868	7983	5400	3976	4397	host	gene-LUU82_03660
gene-LUU82_05240	13323	20700	17030	19318	23295	23497	20266	25289	21803	host	menB
gene-LUU82_06005	485	694	601	598	713	655	594	764	685	host	gene-LUU82_06005
gene-LUU82_13470	4844	7687	6513	6740	8640	8752	8133	10616	8600	host	mazE
gene-LUU82_07785	6335	10046	8923	9226	12203	11347	8721	12612	10452	host	glmU
gene-LUU82_01600	6688	9261	8698	8851	10445	9886	8786	11979	9362	host	gene-LUU82_01600
gene-LUU82_11015	139	156	139	174	183	249	181	186	170	host	gene-LUU82_11015
gene-LUU82_14015	215845	259851	279980	380623	406058	292545	313583	511982	343680	host	gene-LUU82_14015
gene-LUU82_02295	5008	7273	6265	6301	7589	8543	6524	8275	7215	host	ruvX
gene-LUU82_12480	861	1229	1196	1219	1452	1676	1259	1784	1448	host	gene-LUU82_12480
gene-LUU82_00635	887	974	1231	1502	1357	1479	1820	2062	1868	host	gene-LUU82_00635
gene-LUU82_06170	11829	17711	9876	15563	14094	18399	22883	8920	12098	host	gene-LUU82_06170
gene-LUU82_12930	4146	6029	5017	5647	6164	5967	5414	7039	5521	host	gene-LUU82_12930
gene-LUU82_07430	631	879	808	809	964	975	775	1123	821	host	gene-LUU82_07430
gene-LUU82_01155	2190	3424	2869	3267	3999	3951	3324	4812	4012	host	gene-LUU82_01155
gene-LUU82_02755	8638	11882	10930	10188	13030	12001	10416	14032	11334	host	gene-LUU82_02755
gene-LUU82_08420	9622	14760	11796	10776	12948	13742	11172	12809	11147	host	ychF
gene-LUU82_03450	194	251	234	204	273	306	221	336	243	host	phoU
gene-LUU82_07570	12285	16914	17368	25402	26273	23675	17721	25019	19775	host	gene-LUU82_07570
gene-LUU82_06325	3188	4061	3987	4881	5565	5246	4282	6368	4986	host	lgt
gene-SAM1_00110	85599	74890	76653	58153	54209	50607	114032	93270	89926	phage	gene-SAM1_00110
gene-LUU82_13140	922	1380	1188	1676	1619	1506	1413	2024	1578	host	gene-LUU82_13140
gene-LUU82_04940	1661	2510	2175	2504	2873	3441	3095	3736	3245	host	gene-LUU82_04940
gene-LUU82_06920	3072	4419	4331	4666	6461	6510	4119	5063	4473	host	gene-LUU82_06920
gene-LUU82_12715	97865	143710	115640	98281	132066	116258	102591	134810	110940	host	rplM
gene-LUU82_10885	304	436	407	318	454	421	364	525	452	host	gene-LUU82_10885
gene-LUU82_01680	9528	12340	14299	11155	13942	15403	14010	18414	15935	host	gene-LUU82_01680
gene-LUU82_13765	1647	2228	2116	2699	3225	2876	2357	3664	2916	host	gene-LUU82_13765
gene-LUU82_06415	1248	1778	1669	1525	2022	1884	1443	2194	1749	host	gene-LUU82_06415
gene-LUU82_04005	23110	33404	29152	28465	34003	34626	31882	39533	33220	host	rny
gene-LUU82_03170	5257	7154	6676	7290	8512	7830	7352	10369	8030	host	gene-LUU82_03170
gene-LUU82_06830	1062	1440	1294	1666	1882	2004	1639	2268	1910	host	gene-LUU82_06830
gene-SAM1_00127	37092	45629	42426	13409	13378	13799	29331	28908	31782	phage	gene-SAM1_00127
gene-LUU82_02365	282	449	360	354	446	504	363	448	397	host	gene-LUU82_02365
gene-LUU82_09865	274	423	391	286	404	451	318	472	400	host	cstR
gene-LUU82_00335	1513	2391	1842	2353	2557	3319	2348	2476	2259	host	gene-LUU82_00335
gene-LUU82_13280	26158	33085	30933	35706	39801	33167	27773	43624	31337	host	gene-LUU82_13280
gene-LUU82_06685	1916	2623	2249	2576	2675	3090	2468	2884	2483	host	gene-LUU82_06685
gene-LUU82_03365	23127	43981	28302	33194	40115	55827	50503	39215	43878	host	cspA
gene-LUU82_10795	1936	2783	2300	3711	4181	4427	4735	5411	4859	host	gene-LUU82_10795
gene-LUU82_07995	24347	36519	30748	32185	38890	41660	39037	49347	41942	host	aaa
gene-LUU82_10405	145	185	195	133	213	245	184	232	220	host	gene-LUU82_10405
gene-LUU82_08795	3250	4539	4442	4383	5353	5687	5202	6294	6133	host	gene-LUU82_08795
gene-LUU82_07845	862	1134	1028	993	1206	1069	898	1208	861	host	gene-LUU82_07845
gene-LUU82_03000	8185	10602	9355	10775	12268	10771	10606	13497	10481	host	der
gene-LUU82_02905	4141	6170	5369	7069	6653	6578	5851	7583	6041	host	srrA
gene-LUU82_09360	4060	5509	5458	5409	6264	5275	5321	7490	5710	host	gene-LUU82_09360
gene-LUU82_06345	217	349	293	349	422	479	369	524	437	host	gene-LUU82_06345
gene-LUU82_07950	92	275	145	113	135	168	230	135	202	host	gene-LUU82_07950
gene-LUU82_00600	3303	3220	3931	5360	5165	4931	6777	7639	7022	host	gene-LUU82_00600
gene-LUU82_13370	2183	3158	2778	3008	3586	3254	3012	4420	3456	host	gene-LUU82_13370
gene-LUU82_06010	319	461	464	434	583	523	435	650	533	host	gene-LUU82_06010
gene-LUU82_12895	6738	10469	10620	13434	21573	27237	11138	11445	11752	host	gene-LUU82_12895
gene-LUU82_06510	18064	26625	27688	35895	41094	41945	42263	59065	51272	host	gene-LUU82_06510
gene-LUU82_12605	109648	133930	121951	106493	150457	98899	109082	172923	113144	host	rplN
gene-SAM1_00162	40111	50424	42151	16463	16391	18074	24510	21973	23437	phage	gene-SAM1_00162
gene-LUU82_13120	7812	14451	11153	5657	6174	6123	4993	6573	5541	host	gene-LUU82_13120
gene-LUU82_03240	3270	4363	4094	4728	5482	4267	4419	6703	4960	host	gene-LUU82_03240
gene-LUU82_10755	2884	4403	3875	3800	4603	4411	3837	5377	4408	host	gene-LUU82_10755
gene-SAM1_00052	27392	38751	30277	9529	9393	11564	14784	13107	14587	phage	gene-SAM1_00052
gene-LUU82_11200	3702	6388	5344	5378	7530	6015	7005	10355	6566	host	gene-LUU82_11200
gene-LUU82_05660	3251	4806	4085	3623	4378	4744	3915	4256	4032	host	gene-LUU82_05660_gene_lepB
gene-LUU82_04080	2870	3817	3547	3028	3947	3542	2753	4357	3305	host	truB
gene-LUU82_08425	3062	4466	3735	3310	3855	3869	3051	4049	3290	host	gene-LUU82_08425
gene-LUU82_13660	2715	4102	3716	4709	5169	5158	4207	6069	5010	host	gene-LUU82_13660
gene-LUU82_00150	974	1616	1234	1290	1674	1768	1226	1668	1487	host	gene-LUU82_00150
gene-LUU82_08050	2132	2990	2494	3929	3123	2933	2747	3684	3008	host	gene-LUU82_08050
gene-LUU82_11055	761	1198	1059	1685	2360	1920	2621	4246	2684	host	cidA
gene-LUU82_04645	373	715	416	563	871	570	747	1041	764	host	hyl
gene-LUU82_00995	1897	4731	3850	3060	4885	5961	5943	5120	5007	host	gene-LUU82_00995
gene-LUU82_09275	3491	5159	4520	5714	7013	6237	6370	8740	6842	host	gene-LUU82_09275
gene-LUU82_10610	1561	2137	1926	1774	2210	1904	1783	2658	1997	host	gene-LUU82_10610
gene-SAM1_00103	557	769	760	375	291	438	1090	890	1366	phage	gene-SAM1_00103
gene-LUU82_11305	173	301	269	354	360	374	407	418	414	host	gene-LUU82_11305
gene-SAM1_00027	17063	18733	16369	5036	4959	5099	10046	9368	9979	phage	gene-SAM1_00027
gene-LUU82_11130	1641	2683	2102	2670	2936	3274	2862	2938	2818	host	srtA
gene-LUU82_13680	1823	2598	2418	2402	2863	2897	2830	4030	3706	host	gene-LUU82_13680
gene-SAM1_00200	5326	6379	5971	2418	2308	2627	6885	6342	8086	phage	gene-SAM1_00200
gene-LUU82_05025	4994	7969	6410	5869	5073	5826	3943	4804	4397	host	gene-LUU82_05025
gene-LUU82_08530	1177	1799	1462	1653	2130	2181	1886	2563	2182	host	gene-LUU82_08530
gene-LUU82_03210	2224	3617	2793	1951	2900	3101	2229	2933	2546	host	gene-LUU82_03210
gene-LUU82_10635	2439	3301	3576	2361	4492	4322	3537	5559	4452	host	gene-LUU82_10635
gene-LUU82_01230	2266	5430	3167	2349	3824	5618	5393	2782	3720	host	gene-LUU82_01230
gene-LUU82_00460	3212	4397	4352	4984	5709	5446	5327	7028	5864	host	gene-LUU82_00460
gene-LUU82_10800	1333	2097	1637	1971	2479	2487	2497	3127	2410	host	gene-LUU82_10800
gene-LUU82_04825	29066	45510	33813	25532	34490	36591	29352	32283	29465	host	rpmF
gene-LUU82_12995	5947	11451	7401	6530	8815	8303	9254	8179	7242	host	gene-LUU82_12995
gene-LUU82_07295	2336	3042	2589	2752	3198	3013	2510	3604	2797	host	gene-LUU82_07295
gene-LUU82_00740	1299	2264	2403	3855	3855	3303	13300	15592	13159	host	gene-LUU82_00740
gene-LUU82_09295	51	79	71	67	62	52	48	82	65	host	murQ
gene-LUU82_12625	95407	126840	108319	91585	134514	107094	100107	143907	102281	host	rpsH
gene-LUU82_08445	167	230	224	214	263	215	168	313	220	host	gene-LUU82_08445
gene-LUU82_06640	7700	10739	8993	10146	11394	12320	10535	11998	10803	host	gene-LUU82_06640
gene-LUU82_11210	3040	4851	3988	4414	6246	6018	5665	7376	6164	host	gene-LUU82_11210
gene-LUU82_11655	256	345	343	374	423	363	310	508	373	host	bioB
gene-LUU82_07735	8072	10833	9610	8550	10770	9776	8431	10708	8606	host	tilS
gene-LUU82_02845	2502	3766	3124	2918	3770	3882	3299	4041	3492	host	rnz
gene-SAM1_00149	400365	451314	418253	138899	139158	122100	186258	195013	182997	phage	gene-SAM1_00149
gene-LUU82_07985	580	825	780	799	1022	873	885	1269	1001	host	gene-LUU82_07985
gene-LUU82_07015	1132	1604	1349	959	1246	1280	1233	1664	1376	host	mnhG2
gene-SAM1_00044	74969	98413	83410	22965	22584	25803	41009	38516	41240	phage	gene-SAM1_00044
gene-SAM1_00065	23040	29884	25970	8419	8462	11147	18640	16687	19151	phage	gene-SAM1_00065
gene-LUU82_05260	848	1172	1062	1039	1284	1136	854	1118	979	host	gene-LUU82_05260
gene-SAM1_00031	11874	15565	14018	4355	4309	5184	11832	11004	13318	phage	gene-SAM1_00031
gene-LUU82_04465	2568	3722	2889	2587	2980	3176	2705	2936	2434	host	lspA
gene-LUU82_00525	3089	4337	3826	4074	5376	5499	4458	6320	5542	host	gene-LUU82_00525
gene-LUU82_00530	2436	2657	2954	3899	3488	3763	5097	5896	5328	host	gene-LUU82_00530
gene-LUU82_05360	73	171	111	75	118	146	173	111	127	host	gene-LUU82_05360
gene-LUU82_03555	2968	3933	3644	3856	4287	4473	3628	4542	3623	host	gene-LUU82_03555
gene-LUU82_03150	168998	280190	197523	223864	258522	288414	326927	300013	301606	host	rnpB
gene-LUU82_10480	3220	4263	5415	4302	4423	4918	3677	5894	4861	host	sasF
gene-LUU82_12585	116500	150887	129726	109464	161761	117949	121490	173019	121791	host	rpsC
gene-SAM1_00160	111004	126361	113253	42385	41353	43981	68878	64864	66774	phage	gene-SAM1_00160
gene-LUU82_02225	29914	50823	42507	37924	45839	47089	46473	53064	56469	host	ssrS
gene-SAM1_00012	2008	2813	2556	1291	1249	1852	2547	2457	3275	phage	gene-SAM1_00012
gene-SAM1_00224	17258	22749	19990	11821	11795	11980	25098	24485	30906	phage	gene-SAM1_00224
gene-LUU82_04180	3565	4740	4029	3753	4084	3733	3210	4122	3320	host	hslV
gene-LUU82_13565	49	62	65	58	68	33	50	68	43	host	ilvC
gene-LUU82_05580	413	736	549	680	829	1088	765	882	842	host	gene-LUU82_05580
gene-LUU82_08220	280	344	365	338	392	419	377	487	442	host	gene-LUU82_08220
gene-SAM1_00144	37019	40939	39403	13901	13586	15231	34367	33658	36593	phage	gene-SAM1_00144
gene-LUU82_10085	6064	8061	7453	8170	9713	8214	7584	11699	8600	host	rplI
gene-LUU82_13300	78978	96135	92309	106041	120023	84595	78375	133347	88586	host	atpD
gene-LUU82_09045	875	1190	1114	1338	1430	1479	1290	1742	1387	host	gene-LUU82_09045
gene-LUU82_08720	1263	1870	1774	1779	1901	2086	1936	2244	2117	host	gene-LUU82_08720
gene-LUU82_01170	4096	6246	5334	6659	7655	7509	7643	10038	8332	host	traP
gene-LUU82_10705	451	790	633	540	711	798	634	745	685	host	gene-LUU82_10705
gene-LUU82_10285	68	75	88	92	106	101	101	143	115	host	gene-LUU82_10285
gene-SAM1_00130	29202	32273	32004	9528	9055	8955	17480	17393	17676	phage	gene-SAM1_00130
gene-LUU82_13945	732	1132	839	776	1111	1099	898	1066	884	host	gene-LUU82_13945
gene-LUU82_12920	1500	1961	1716	1950	2012	2030	1977	2335	2037	host	gene-LUU82_12920
gene-LUU82_09195	251	383	303	805	361	286	284	396	279	host	gene-LUU82_09195
gene-LUU82_06300	3232	4290	4720	4479	5163	5477	4499	6438	5586	host	gene-LUU82_06300
gene-LUU82_04875	8005	12741	9941	8250	8297	10302	5922	6823	6659	host	gene-LUU82_04875
gene-LUU82_02760	2385	3102	2825	3112	3520	3317	2888	3929	3042	host	argR
gene-LUU82_07530	3185	3655	3592	4335	5011	4137	3629	5495	3929	host	gene-LUU82_07530
gene-LUU82_10330	173	228	232	203	252	200	207	340	261	host	gene-LUU82_10330
gene-LUU82_10475	2517	3503	3430	3233	3892	3834	3614	4825	4018	host	gtfB
gene-LUU82_13570	24	28	51	35	31	20	28	36	38	host	gene-LUU82_13570
gene-LUU82_04090	30649	42748	37252	28822	38785	35597	31638	41184	32577	host	infB
gene-LUU82_03270	2402	3430	3394	4000	4748	4816	4476	5682	4732	host	gene-LUU82_03270
gene-LUU82_08455	631	844	862	854	1021	861	843	1220	919	host	metE
gene-LUU82_01330	116	184	198	299	291	331	255	423	336	host	gene-LUU82_01330
gene-LUU82_11040	3438	5425	4207	3441	4331	4574	3820	4365	3982	host	gene-LUU82_11040
gene-LUU82_00975	2693	6854	4965	4047	6183	7683	7750	5059	5962	host	gene-LUU82_00975
gene-LUU82_01585	2034	3017	2709	2634	3479	3850	2867	3724	3078	host	gene-LUU82_01585
gene-LUU82_05770	2447	3527	3210	3669	4313	3843	3631	5102	3965	host	gene-LUU82_05770
gene-LUU82_05280	472	803	717	684	865	834	854	1080	939	host	gene-LUU82_05280
gene-LUU82_04060	13264	18948	15957	16929	19618	19618	17287	20621	17702	host	gene-LUU82_04060
gene-LUU82_00420	5508	7823	6541	7244	8576	8788	7072	8175	7008	host	murT
gene-LUU82_11920	63	94	76	129	157	148	81	119	89	host	gene-LUU82_11920
gene-LUU82_10275	350	522	454	440	554	558	453	656	577	host	gene-LUU82_10275
gene-SAM1_00116	49280	44689	46852	50900	44471	44888	71757	77122	68767	phage	gene-SAM1_00116
gene-LUU82_06025	61	99	94	109	98	100	103	160	121	host	gene-LUU82_06025
gene-LUU82_03330	1575	2271	2020	2191	2685	2474	2349	2962	2506	host	gene-LUU82_03330
gene-LUU82_03175	2301	3116	2892	3184	3712	3455	3216	4643	3548	host	gene-LUU82_03175
gene-LUU82_06845	7000	10337	8290	7702	9435	9422	7368	9721	8055	host	gene-LUU82_06845
gene-LUU82_01785	729	884	882	1055	1268	1217	1081	1553	1232	host	gene-LUU82_01785
gene-LUU82_06605	2767	4010	3253	2919	3485	3850	2822	3324	2948	host	gene-LUU82_06605
gene-LUU82_05855	1535	2506	2067	1965	2481	2916	2085	2768	2310	host	gene-LUU82_05855
gene-LUU82_05890	1536	2104	2269	2155	2598	2608	2133	3101	2528	host	gene-LUU82_05890
gene-LUU82_13550	501	644	619	478	628	410	376	562	367	host	leuC
gene-LUU82_00160	546	786	710	873	1038	931	1092	1647	1094	host	eap
gene-LUU82_05245	4998	6525	6116	6382	7934	6933	5772	8677	6291	host	menH
gene-LUU82_07235	928	1196	1168	1358	1730	1465	1527	2243	1672	host	gene-LUU82_07235
gene-LUU82_13260	12075	16039	15241	19991	21676	17301	17893	28686	20239	host	wecB
gene-LUU82_02070	432	537	452	455	472	437	408	598	424	host	gene-LUU82_02070
gene-LUU82_13430	93	140	128	115	137	116	97	159	118	host	kdpA
gene-LUU82_01460	558	794	711	680	898	865	740	916	753	host	crcB
gene-LUU82_12890	22	29	21	25	39	58	26	34	21	host	gene-LUU82_12890
gene-SAM1_00230	11698	16159	13906	6769	7082	7112	13920	14502	17266	phage	gene-SAM1_00230
gene-LUU82_11960	1839	3063	2499	3258	3480	3367	2973	3930	3482	host	gene-LUU82_11960_gene_mqo
gene-LUU82_03760	2050	3097	2912	3357	3668	4042	3090	4637	3723	host	gene-LUU82_03760
gene-LUU82_06760	2777	4202	3985	3418	4291	5168	4161	4449	4397	host	gene-LUU82_06760
gene-LUU82_12030	15229	21451	16739	16173	24131	23130	20977	25671	22885	host	gene-LUU82_12030
gene-LUU82_06595	1513	2107	1651	1131	1668	1461	1168	1626	1262	host	queD
gene-LUU82_08835	12808	17203	15418	13267	13734	16003	17943	17255	18800	host	esxA
gene-LUU82_00625	1550	1521	1981	2672	2420	2353	3054	3836	3264	host	gene-LUU82_00625
gene-LUU82_07660	6914	15949	9910	8656	11822	12041	14140	9192	10491	host	gene-LUU82_07660
gene-LUU82_06555	29648	44041	37683	34804	40176	38840	33697	43243	35924	host	ltaS
gene-LUU82_06350	636	1076	831	899	1156	1331	1012	1384	1244	host	gene-LUU82_06350
gene-LUU82_00300	3125	4254	4258	5693	6026	5683	4581	7118	5804	host	gene-LUU82_00300
gene-LUU82_04045	4491	5722	5491	5636	6658	6093	5487	7598	5780	host	gene-LUU82_04045
gene-LUU82_09005	254	344	312	289	383	339	383	448	371	host	gene-LUU82_09005
gene-LUU82_10915	1770	2385	2322	2006	2390	2700	2047	2804	2194	host	gene-LUU82_10915
gene-SAM1_00168	22023	24318	22849	28295	29205	34840	33253	31446	30379	phage	gene-SAM1_00168
gene-LUU82_08750	334	564	494	414	509	613	502	634	547	host	gene-LUU82_08750
gene-LUU82_00015	415	538	581	559	530	564	517	552	544	host	gene-LUU82_00015
gene-LUU82_12905	1849	2456	2590	3079	4389	4631	2792	3396	2901	host	gene-LUU82_12905
gene-SAM1_00087	110210	122166	117753	45417	47423	44463	40724	44711	40950	phage	gene-SAM1_00087
gene-LUU82_07925	623	1092	712	588	783	1276	842	626	667	host	gene-LUU82_07925
gene-LUU82_06115	2119	3379	3369	2414	2780	3184	2504	3607	3256	host	gene-LUU82_06115
gene-LUU82_05790	5751	8413	7203	7830	9400	8616	7880	11663	9219	host	gene-LUU82_05790
gene-LUU82_02135	63334	98048	76628	59411	83465	88729	74865	83271	75448	host	rplU
gene-LUU82_01985	15442	21850	21101	25489	30588	25982	24286	37413	28169	host	thrS
gene-LUU82_11440	935	1389	1142	1768	1756	1379	1046	1501	1096	host	gene-LUU82_11440
gene-LUU82_09050	920	1264	1231	1420	1402	1231	1112	1704	1361	host	gene-LUU82_09050
gene-LUU82_06835	15281	25232	19796	21864	25901	25160	24516	29937	24297	host	gene-LUU82_06835
gene-LUU82_05300	2146	3545	2421	2502	3584	4706	3490	3873	3587	host	gene-LUU82_05300
gene-LUU82_07070	14298	23427	18780	13216	17857	22501	19890	20093	19816	host	sarA
gene-SAM1_00091	149390	153583	152329	111466	112596	130728	124532	132280	118752	phage	gene-SAM1_00091
gene-LUU82_05105	3409	4346	6363	8666	7813	7801	6846	10583	8769	host	purM
gene-LUU82_11350	983	1716	1432	4859	1283	1313	1139	1298	1078	host	gene-LUU82_11350
gene-LUU82_10500	1281	1754	1670	1604	1974	1658	1542	2409	1862	host	manA
gene-LUU82_09605	192	272	207	187	248	234	194	301	230	host	gene-LUU82_09605
gene-LUU82_00435	131	226	186	171	217	267	190	224	230	host	gene-LUU82_00435
gene-LUU82_00915	611	1598	1232	974	1337	2037	1445	1174	1307	host	gene-LUU82_00915
gene-LUU82_01160	1500	2242	1938	2364	2777	2713	2305	2977	2475	host	gene-LUU82_01160
gene-LUU82_03910	1614	2316	2078	1898	2238	2202	1720	2319	1790	host	hflX
gene-LUU82_04820	378	578	466	625	984	937	642	659	508	host	isdB
gene-LUU82_05005	3093	5151	3938	4100	5371	5269	4195	5402	4472	host	def
gene-LUU82_05955	668	1159	793	1013	1221	919	1469	1832	1063	host	gene-LUU82_05955
gene-SAM1_00045	34792	41759	38474	10533	10129	9945	19856	22287	22420	phage	gene-SAM1_00045
