Geneid	0_R1	0_R2	10_R1	10_R2	30_R1	30_R2	50_R1	50_R2	70_R1	70_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-HB27c_C0433	138	213	47	68	166	130	94	66	138	101	host	gene-HB27c_C0433	None	None	7.943432065675344
gene-HB27c_C0457	117	184	39	41	156	94	67	31	77	50	host	gene-HB27c_C0457	None	None	11.946520579025702
gene-HB27c_C0936	552	862	268	364	1153	678	512	289	539	331	host	gene-HB27c_C0936	None	None	43.85652056637041
gene-HB27c_C0019	126	184	102	127	157	132	67	86	60	65	host	gene-HB27c_C0019	None	None	46.2219937707347
gene-HB27c_C1342	202	263	87	137	313	156	176	124	267	205	host	gene-HB27c_C1342	None	None	41.2940129559586
gene-HB27c_C1425	181	244	119	145	237	144	161	113	153	100	host	gene-HB27c_C1425	None	None	26.660423953413932
gene-HB27c_C1532	55	88	37	28	62	38	45	22	38	19	host	gene-HB27c_C1532	None	None	5.289784752159934
gene-HB27c_C1878	496	769	384	420	620	483	315	349	473	314	host	gene-HB27c_C1878	None	None	42.521890839812244
gene-HB27c_P0129	1	0	1	3	7	3	1	1	2	1	host	gene-HB27c_P0129	None	None	2.5009723946918854
gene-HB27c_P0074	69	122	26	55	33	35	19	18	18	9	host	gene-HB27c_P0074	None	None	19.0412380355795
gene-HB27c_P0139	22	45	19	13	27	22	8	15	15	16	host	ugpQ	None	None	3.613638237675301
gene-HB27c_C1774	85	131	52	40	101	68	46	30	32	30	host	gene-HB27c_C1774	None	None	13.131712943559377
gene-HB27c_C0532	117	182	50	80	140	108	86	52	69	38	host	gene-HB27c_C0532	None	None	20.759341764812998
gene-HB27c_C1884	1810	2529	1056	1150	2684	1717	1661	1287	1744	1347	host	gene-HB27c_C1884	None	None	49.98152706649471
gene-HB27c_C1593	100	165	70	87	124	83	59	70	72	50	host	gene-HB27c_C1593	None	None	6.445686712226851
gene-HB27c_C1150	135	199	60	50	117	75	66	38	69	50	host	gene-HB27c_C1150	None	None	13.813971917226505
gene-HB27c_C0693	119	164	76	79	150	123	80	93	85	76	host	gene-HB27c_C0693	None	None	4.802775360886032
gene-HB27c_C1229	52	53	17	36	50	44	29	16	24	22	host	gene-HB27c_C1229	None	None	9.182879272471695
gene-HB27c_C2022	26	37	20	15	25	30	15	12	22	10	host	gene-HB27c_C2022	None	None	2.901847680663413
gene-HB27c_C1121	24	41	22	18	35	37	29	18	7	14	host	gene-HB27c_C1121	None	None	8.486963886504542
gene-HB27c_C2035	613	832	315	394	810	513	466	323	435	266	host	gene-HB27c_C2035	None	None	44.766356858061776
gene-HB27c_C0450	57	63	32	44	61	62	27	32	27	19	host	gene-HB27c_C0450	None	None	9.644284878382235
gene-HB27c_C1709	116	159	30	54	132	85	61	50	53	29	host	gene-HB27c_C1709	None	None	19.208654209413446
gene-HB27c_C1250	409	652	255	268	447	307	193	174	187	121	host	gene-HB27c_C1250	None	None	36.43312347914154
gene-HB27c_C1974	243	394	104	111	278	237	163	118	135	87	host	gene-HB27c_C1974	None	None	14.476224426970365
gene-HB27c_C0505	146	188	86	67	171	120	69	67	69	32	host	gene-HB27c_C0505	None	None	6.065971270326054
gene-HB27c_C2024	48	82	26	22	52	38	26	19	31	18	host	gene-HB27c_C2024	None	None	14.898107396935918
gene-HB27c_C0133	24	48	13	17	27	17	21	14	21	14	host	gene-HB27c_C0133	None	None	4.239027406856365
gene-HB27c_C0399	25	17	7	12	20	19	12	5	18	3	host	gene-HB27c_C0399	None	None	7.0776021200663415
gene-HB27c_C1331	130	190	81	65	171	101	87	60	106	48	host	gene-HB27c_C1331	None	None	13.900824864935283
gene-HB27c_C1284	92	89	64	62	123	73	98	101	100	81	host	gene-HB27c_C1284	None	None	8.831583292183831
gene-HB27c_C0650	59	90	29	32	51	36	33	23	22	23	host	gene-HB27c_C0650	None	None	3.261956419798993
gene-HB27c_C0855	14	23	5	3	27	13	11	4	8	6	host	gene-HB27c_C0855	None	None	5.760960704092223
gene-HB27c_C0888	73	123	66	57	92	85	42	54	37	26	host	gene-HB27c_C0888	None	None	13.08974242861633
gene-HB27c_C0555	50	86	25	40	76	65	31	25	22	19	host	gene-HB27c_C0555	None	None	7.4852340570895874
gene-HB27c_C1717	99	132	73	52	101	80	65	59	61	36	host	gene-HB27c_C1717	None	None	7.0067754208912865
gene-HB27c_C0982	19	44	5	6	17	9	4	3	8	9	host	gene-HB27c_C0982	None	None	4.980763109527698
gene-HB27c_C0113	106	170	64	87	216	107	92	84	103	79	host	gene-HB27c_C0113	None	None	5.187557581581999
gene-HB27c_C0550	24	35	20	10	39	46	19	15	17	6	host	gene-HB27c_C0550	None	None	5.820073921715831
gene-HB27c_C0480	87	116	47	42	79	64	36	34	55	50	host	gene-HB27c_C0480	None	None	6.285605398186333
gene-HB27c_C0347	21	30	15	13	41	30	22	15	20	15	host	gene-HB27c_C0347	None	None	2.0477534541556435
gene-HB27c_C0453	25	51	9	9	46	21	17	21	22	7	host	gene-HB27c_C0453	None	None	7.7403805209892935
gene-HB27c_C0779	141	238	79	75	190	156	106	82	106	73	host	gene-HB27c_C0779	None	None	6.0461205812726755
gene-HB27c_P0211	74	96	33	25	66	48	37	39	52	27	host	gene-HB27c_P0211	None	None	9.587222702123078
gene-HB27c_C0447	79	136	40	38	101	75	44	39	49	47	host	gene-HB27c_C0447	None	None	3.837264921917529
gene-HB27c_C0767	77	115	52	53	102	50	44	38	49	34	host	pheA	None	None	7.796771800443013
gene-HB27c_C0711	9	17	10	9	13	10	6	6	11	2	host	gene-HB27c_C0711	None	None	3.2040306754146335
gene-HB27c_C0056	60	83	40	52	103	62	51	42	49	23	host	gene-HB27c_C0056	None	None	4.9250149839145
gene-HB27c_C1176	156	199	95	149	179	137	116	96	102	88	host	gene-HB27c_C1176	None	None	12.63186059095287
gene-HB27c_C1328	294	480	270	344	444	305	208	151	174	136	host	gene-HB27c_C1328	None	None	32.322860845441085
gene-HB27c_C1777	34	64	17	36	76	56	42	17	25	18	host	gene-HB27c_C1777	None	None	6.647200444353107
gene-HB27c_C0862	121	146	28	38	107	106	52	32	54	30	host	gene-HB27c_C0862	None	None	13.922156986351924
gene-HB27c_C1828	172	215	77	83	184	125	86	81	90	48	host	gene-HB27c_C1828	None	None	16.315927933881166
gene-HB27c_C0043	109	187	90	114	140	101	102	68	79	59	host	gene-HB27c_C0043	None	None	6.681203805883284
gene-HB27c_C1498	138	194	97	77	192	118	98	52	80	57	host	gene-HB27c_C1498	None	None	14.608205481219102
gene-HB27c_P0154	95	137	21	17	39	18	14	13	40	22	host	gene-HB27c_P0154	None	None	12.077055061755013
gene-HB27c_C1077	28	39	16	25	28	16	19	12	10	2	host	gene-HB27c_C1077	None	None	5.250421228794523
gene-HB27c_C0421	95	148	39	43	109	70	51	37	55	51	host	gene-HB27c_C0421	None	None	9.377929531546938
gene-HB27c_C1065	237	403	167	173	283	206	161	110	175	130	host	gene-HB27c_C1065	None	None	25.098886534356225
gene-HB27c_C0048	166	231	100	87	217	133	94	61	76	48	host	gene-HB27c_C0048	None	None	19.557739241110323
gene-HB27c_C0526	103	138	40	52	109	74	45	34	45	40	host	gene-HB27c_C0526	None	None	13.745446162164098
gene-HB27c_C0691	31	33	12	10	17	14	13	9	13	7	host	gene-HB27c_C0691	None	None	2.1707510346481675
gene-HB27c_C0601	13	22	10	10	12	10	6	3	7	3	host	gene-HB27c_C0601	None	None	1.907846894067963
gene-HB27c_C0877	93	125	35	37	104	101	71	67	146	125	host	gene-HB27c_C0877	None	None	4.42569342980398
gene-HB27c_C1845	220	357	141	161	261	162	124	90	136	72	host	gene-HB27c_C1845	None	None	11.179527378922556
gene-HB27c_C0149	98	141	44	58	126	72	51	42	45	24	host	gene-HB27c_C0149	None	None	9.880193096677163
gene-HB27c_C0297	213	424	173	208	333	209	177	116	139	80	host	gene-HB27c_C0297	None	None	20.18720920841193
gene-HB27c_C1624	83	96	37	42	98	49	80	68	114	54	host	gene-HB27c_C1624	None	None	5.742198220354126
gene-HB27c_C0567	156	231	78	136	189	124	132	122	179	120	host	gene-HB27c_C0567	None	None	8.11314035261466
gene-HB27c_C1817	47	59	25	23	52	33	28	26	18	20	host	gene-HB27c_C1817	None	None	8.840623109979934
gene-HB27c_C1757	98	126	20	29	99	57	50	33	47	22	host	gene-HB27c_C1757	None	None	24.263290375050534
gene-HB27c_C1262	214	257	100	134	270	163	110	93	137	96	host	gene-HB27c_C1262	None	None	29.366693098204756
gene-HB27c_C1841	36	44	25	13	35	24	19	13	8	12	host	gene-HB27c_C1841	None	None	4.800330267183206
gene-HB27c_P0079	48	102	37	36	52	40	23	23	13	13	host	gene-HB27c_P0079	None	None	18.943650733063844
gene-phiKo_09	0	4	8	19	59	28	2205	1724	13577	9556	phage	gene-phiKo_09	middle	late	20055.208103720033
gene-HB27c_C0573	68	103	66	59	132	68	57	59	38	24	host	gene-HB27c_C0573	None	None	16.247824838711228
gene-HB27c_C0596	57	106	30	38	80	61	40	19	46	27	host	gene-HB27c_C0596	None	None	6.6251102198290654
gene-HB27c_C0545	53	95	33	30	87	47	43	33	35	18	host	gene-HB27c_C0545	None	None	7.707022139485187
gene-HB27c_C0771	91	203	62	89	120	78	74	48	53	32	host	gene-HB27c_C0771	None	None	11.835212230381211
gene-HB27c_C1078	43	49	16	25	40	31	15	17	21	10	host	gene-HB27c_C1078	None	None	7.380104490073453
gene-HB27c_C0829	20	51	8	20	43	29	25	14	24	8	host	gene-HB27c_C0829	None	None	10.940703432667464
gene-HB27c_C1031	51	84	32	38	49	41	31	24	31	25	host	gene-HB27c_C1031	None	None	6.250789458660532
gene-HB27c_C1525	48	94	17	22	62	34	20	22	17	9	host	gene-HB27c_C1525	None	None	6.999215122235313
gene-HB27c_C1662	22	28	9	10	25	10	7	9	18	10	host	gene-HB27c_C1662	None	None	3.6244833040822435
gene-HB27c_C1313	106	155	39	54	140	87	71	62	64	37	host	gene-HB27c_C1313	None	None	17.45358135669842
gene-HB27c_C0500	1438	1933	1387	1987	1676	1507	1307	1040	613	440	host	gene-HB27c_C0500	None	None	325.20056462106044
gene-HB27c_C0131	93	129	52	42	87	69	63	42	70	47	host	gene-HB27c_C0131	None	None	15.220674092304824
gene-HB27c_C1125	353	517	258	314	555	350	336	235	310	196	host	gene-HB27c_C1125	None	None	11.839693600601118
gene-HB27c_C0708	213	297	111	126	271	177	123	96	158	104	host	gene-HB27c_C0708	None	None	10.671701407463644
gene-HB27c_P0125	3	1	0	0	5	0	0	0	0	0	host	gene-HB27c_P0125	None	None	2.2389583544707854
gene-HB27c_C0675	19	29	10	16	21	9	9	5	4	4	host	gene-HB27c_C0675	None	None	2.235410596062807
gene-HB27c_C1335	155	189	138	142	178	154	136	106	144	75	host	gene-HB27c_C1335	None	None	14.264011125612097
gene-HB27c_C1010	241	366	138	148	272	239	205	158	174	89	host	gene-HB27c_C1010	None	None	9.395286228069146
gene-HB27c_P0181	31	54	19	31	55	24	20	13	17	10	host	gene-HB27c_P0181	None	None	5.894747466218157
gene-HB27c_C0558	25	55	15	15	43	30	17	12	26	17	host	gene-HB27c_C0558	None	None	5.431060067352426
gene-HB27c_C1544	240	357	169	194	286	229	189	136	132	66	host	gene-HB27c_C1544	None	None	11.217880905992997
gene-HB27c_C0081	33	79	37	33	71	52	42	28	45	26	host	gene-HB27c_C0081	None	None	2.512282551100968
gene-HB27c_C0448	39	58	43	28	35	48	26	27	18	16	host	gene-HB27c_C0448	None	None	7.209378660718551
gene-HB27c_C0622	4	3	3	4	7	3	3	2	2	2	host	gene-HB27c_C0622	None	None	0.8741945853900642
gene-HB27c_C0710	41	55	38	46	49	39	23	27	21	11	host	gene-HB27c_C0710	None	None	11.30584639905478
gene-HB27c_C0961	7	29	13	8	26	27	14	11	11	7	host	gene-HB27c_C0961	None	None	4.2674995424772995
gene-HB27c_C1251	438	660	250	318	435	304	170	126	151	74	host	gene-HB27c_C1251	None	None	39.29945058950501
gene-HB27c_C0552	58	76	34	31	56	36	37	28	26	13	host	gene-HB27c_C0552	None	None	4.4701173340908
gene-HB27c_C1576	105	129	59	52	98	81	43	39	42	31	host	gene-HB27c_C1576	None	None	10.377172310090579
gene-HB27c_C0329	111	146	86	62	106	75	48	69	45	30	host	gene-HB27c_C0329	None	None	14.239987384071066
gene-HB27c_C1510	109	163	57	78	135	76	74	68	98	43	host	gene-HB27c_C1510	None	None	9.540251224646626
gene-HB27c_C1669	166	211	91	132	183	137	109	85	112	67	host	gene-HB27c_C1669	None	None	9.811696413806136
gene-HB27c_C1497	236	401	225	212	307	273	169	134	127	86	host	gene-HB27c_C1497	None	None	22.91329830253921
gene-HB27c_C0089	53	87	25	36	67	56	37	29	34	12	host	gene-HB27c_C0089	None	None	7.286203584293543
gene-HB27c_C0524	453	657	386	346	555	454	286	296	296	175	host	gene-HB27c_C0524	None	None	118.92467695115852
gene-HB27c_C0456	71	123	18	34	83	56	43	19	43	16	host	gene-HB27c_C0456	None	None	11.973270160693621
gene-HB27c_C0376	1007	1430	301	382	662	538	844	647	1149	611	host	gene-HB27c_C0376	None	None	36.64409461044098
gene-HB27c_C1211	216	296	148	93	153	133	79	87	76	56	host	gene-HB27c_C1211	None	None	34.07659050526
gene-HB27c_C0138	192	267	157	178	284	203	159	164	135	75	host	gene-HB27c_C0138	None	None	38.95093740712164
gene-HB27c_P0229	21	12	13	25	20	7	11	9	9	6	host	gene-HB27c_P0229	None	None	2.904609309245675
gene-HB27c_C1590	32	61	18	42	58	30	31	20	25	17	host	gene-HB27c_C1590	None	None	25.945683917574424
gene-HB27c_C1800	1866	2502	1117	1263	2741	1849	1483	1186	1521	1026	host	gene-HB27c_C1800	None	None	134.96576179521156
gene-HB27c_C0007	89	156	84	83	96	67	55	40	50	36	host	gene-HB27c_C0007	None	None	15.089706078344893
gene-HB27c_C1020	92	117	22	21	78	69	35	25	42	27	host	gene-HB27c_C1020	None	None	12.650927095140378
gene-HB27c_C1768	3014	4082	1721	1949	5554	2694	3849	2482	3983	2630	host	gene-HB27c_C1768	None	None	102.64242695022611
gene-HB27c_C1968	130	216	116	97	199	133	129	87	90	45	host	gene-HB27c_C1968	None	None	18.342603569779182
gene-HB27c_C1343	461	679	221	263	653	436	366	308	466	328	host	gene-HB27c_C1343	None	None	31.982417406533013
gene-HB27c_C0299	77	135	85	148	132	114	73	86	49	33	host	gene-HB27c_C0299	None	None	10.15780783207193
gene-HB27c_C1973	193	296	120	93	290	181	154	118	120	63	host	gene-HB27c_C1973	None	None	13.615867673623676
gene-HB27c_C0589	250	322	139	117	240	143	115	104	114	61	host	gene-HB27c_C0589	None	None	16.736501425876753
gene-HB27c_C1039	61	112	61	41	72	64	39	36	41	25	host	gene-HB27c_C1039	None	None	7.7233535210063415
gene-HB27c_P0010	196	242	142	130	419	186	168	104	157	69	host	gene-HB27c_P0010	None	None	19.927856395385064
gene-HB27c_C1156	311	443	271	322	383	303	265	184	263	183	host	gene-HB27c_C1156	None	None	39.409876538012405
gene-HB27c_C0929	57	135	32	44	78	73	35	21	30	22	host	gene-HB27c_C0929	None	None	12.456963702214418
gene-HB27c_C0867	51	66	45	37	78	49	47	39	37	25	host	gene-HB27c_C0867	None	None	9.697172982037468
gene-HB27c_C0198	612	807	472	497	826	640	565	527	620	461	host	gene-HB27c_C0198	None	None	44.56353445972004
gene-HB27c_C1694	54	98	39	24	69	49	36	28	46	20	host	gene-HB27c_C1694	None	None	7.262900799451872
gene-HB27c_C1202	75	102	49	71	82	59	44	37	32	37	host	gene-HB27c_C1202	None	None	15.430419533091724
gene-HB27c_C1358	345	483	155	227	515	328	321	205	451	317	host	gene-HB27c_C1358	None	None	36.05288902078516
gene-HB27c_C0315	66	90	48	66	105	58	60	34	38	29	host	gene-HB27c_C0315	None	None	9.71387700826458
gene-HB27c_C0754	51	59	40	38	59	43	36	20	28	32	host	gene-HB27c_C0754	None	None	6.389026124663768
gene-HB27c_C1060	70	126	55	86	81	80	68	57	49	18	host	gene-HB27c_C1060	None	None	12.25342054764635
gene-HB27c_C1257	88	132	51	63	116	70	56	37	46	27	host	gene-HB27c_C1257	None	None	7.487909289058719
gene-HB27c_C1747	61	110	41	29	96	57	29	22	44	22	host	gene-HB27c_C1747	None	None	16.588514896414274
gene-HB27c_C0584	41	40	9	16	29	23	14	13	18	13	host	gene-HB27c_C0584	None	None	6.88657103066916
gene-HB27c_C1450	269	447	298	328	367	301	271	181	184	142	host	gene-HB27c_C1450	None	None	25.19668514204351
gene-HB27c_C1458	163	212	59	55	161	110	77	78	97	73	host	gene-HB27c_C1458	None	None	13.157481189062425
gene-HB27c_C1816	454	659	243	311	664	399	355	237	429	264	host	gene-HB27c_C1816	None	None	25.922702144359075
gene-HB27c_P0265	11	13	7	4	11	6	1	3	2	4	host	gene-HB27c_P0265	None	None	3.9531922200488134
gene-HB27c_C1961	37	53	25	10	37	26	18	13	23	13	host	gene-HB27c_C1961	None	None	9.37402478858813
gene-HB27c_C1773	64	96	38	32	80	60	33	28	30	15	host	gene-HB27c_C1773	None	None	9.261443626462064
gene-HB27c_C0095	53	64	18	21	76	31	24	14	24	20	host	gene-HB27c_C0095	None	None	6.997069944179393
gene-HB27c_C0927	218	311	159	190	321	241	211	158	193	123	host	gene-HB27c_C0927	None	None	7.3043735910765815
gene-HB27c_C0358	5	3	1	1	2	1	0	0	2	0	host	gene-HB27c_C0358	None	None	1.110260780910019
gene-phiKo_21	0	0	3	2	286	219	1477	1179	2485	1784	phage	gene-phiKo_21	middle	late	483.18131348138627
gene-HB27c_P0130	12	18	11	17	19	19	10	8	12	3	host	gene-HB27c_P0130	None	None	1.6482857273989806
gene-HB27c_C0298	48	58	36	34	55	40	30	18	23	9	host	gene-HB27c_C0298	None	None	4.204296873490894
gene-HB27c_C0334	311	469	134	116	313	215	140	169	235	176	host	gene-HB27c_C0334	None	None	15.028624074645318
gene-HB27c_C1066	560	833	513	633	850	716	566	463	558	391	host	gene-HB27c_C1066	None	None	79.7541640329506
gene-HB27c_C1537	33	42	14	17	40	23	32	21	18	9	host	gene-HB27c_C1537	None	None	3.336155757864691
gene-HB27c_C0837	139	231	61	48	220	141	79	70	122	86	host	gene-HB27c_C0837	None	None	11.667245257412421
gene-HB27c_C0316	149	233	86	109	217	152	102	81	83	55	host	gene-HB27c_C0316	None	None	13.625943705313114
gene-HB27c_C0568	80	96	35	55	62	57	51	41	63	47	host	gene-HB27c_C0568	None	None	15.643908194637175
gene-HB27c_C0105	83	123	42	47	106	81	42	46	64	42	host	gene-HB27c_C0105	None	None	32.29463451232569
gene-HB27c_C1325	692	941	602	838	914	788	759	620	561	397	host	gene-HB27c_C1325	None	None	31.15609374984837
gene-HB27c_C0725	79	102	32	34	75	48	37	32	35	12	host	gene-HB27c_C0725	None	None	4.2188594217228
gene-HB27c_C0261	87	139	88	99	96	113	77	66	61	40	host	yaaQ	None	None	20.563778486963944
gene-HB27c_C1337	554	819	198	285	815	461	372	240	506	371	host	gene-HB27c_C1337	None	None	49.90838166524722
gene-HB27c_C0460	107	152	60	75	135	98	88	41	53	40	host	gene-HB27c_C0460	None	None	8.444221100085537
gene-HB27c_C0194	213	321	131	160	254	174	161	130	185	105	host	gene-HB27c_C0194	None	None	7.331708773694308
gene-HB27c_C0808	97	165	51	64	150	94	78	62	104	51	host	gene-HB27c_C0808	None	None	7.632789038864407
gene-HB27c_C0826	9	21	6	6	16	10	5	2	7	3	host	gene-HB27c_C0826	None	None	2.8451445131358772
gene-HB27c_C0985	79	97	26	41	131	94	41	29	37	19	host	gene-HB27c_C0985	None	None	12.44076753209895
gene-HB27c_C1995	62	98	34	55	66	55	48	34	46	43	host	gene-HB27c_C1995	None	None	6.0906594735984685
gene-HB27c_C0033	24	33	12	15	20	18	10	9	13	10	host	gene-HB27c_C0033	None	None	5.312669249967631
gene-HB27c_C1557	69	124	51	48	73	54	29	23	44	13	host	gene-HB27c_C1557	None	None	15.69918843364193
gene-HB27c_C0268	208	261	75	105	276	182	139	106	152	120	host	gene-HB27c_C0268	None	None	12.454096290496038
gene-HB27c_C0128	46	73	46	41	68	53	41	32	25	21	host	gene-HB27c_C0128	None	None	50.77095645440607
gene-HB27c_P0243	1	1	0	0	1	3	0	0	0	0	host	gene-HB27c_P0243	None	None	1.689893397245185
gene-HB27c_C1326	146	203	86	100	184	116	77	77	68	50	host	gene-HB27c_C1326	None	None	12.75668305542178
gene-HB27c_C1535	39	45	29	15	43	34	15	25	25	18	host	gene-HB27c_C1535	None	None	6.9711914381173905
gene-HB27c_C1279	212	377	143	149	279	201	163	98	144	73	host	gene-HB27c_C1279	None	None	11.952806968568336
gene-HB27c_C0533	70	108	28	32	84	56	49	36	56	38	host	gene-HB27c_C0533	None	None	8.003212684749972
gene-HB27c_C1616	146	178	85	108	152	138	75	54	59	32	host	gene-HB27c_C1616	None	None	19.152296767823454
gene-HB27c_C1301	23	34	15	8	22	17	10	6	19	5	host	gene-HB27c_C1301	None	None	3.430847959302455
gene-HB27c_C1182	56	92	51	41	74	60	43	33	53	29	host	gene-HB27c_C1182	None	None	9.85382017215626
gene-HB27c_C1029	88	108	15	20	31	22	17	20	38	20	host	gene-HB27c_C1029	None	None	26.330232321391975
gene-HB27c_C1989	81	111	99	125	125	109	96	93	88	62	host	gene-HB27c_C1989	None	None	14.001297636590134
gene-HB27c_P0156	25	40	21	14	15	11	9	4	16	8	host	gene-HB27c_P0156	None	None	5.256414694355244
gene-HB27c_C0111	67	76	35	43	99	77	71	58	72	47	host	opuAB	None	None	3.221131729726736
gene-HB27c_C1818	22	41	14	18	27	15	18	13	17	12	host	gene-HB27c_C1818	None	None	4.729649536120636
gene-HB27c_C0608	156	256	92	110	175	160	138	130	111	74	host	gene-HB27c_C0608	None	None	13.201353359565875
gene-HB27c_C1656	424	738	180	216	627	389	233	162	265	154	host	gene-HB27c_C1656	None	None	40.777246857292
gene-HB27c_P0003	102	138	72	77	120	114	75	67	51	33	host	gene-HB27c_P0003	None	None	13.346556048172502
gene-HB27c_C2017	7575	87	26	25	89	28	24	26	35	19	host	gene-HB27c_C2017	None	None	3203.7979286550767
gene-HB27c_C0823	39	70	17	18	47	31	24	10	29	25	host	gene-HB27c_C0823	None	None	10.912557410394307
gene-HB27c_C1480	113	183	80	111	186	119	106	78	87	59	host	gene-HB27c_C1480	None	None	15.865009244220706
gene-HB27c_C1962	243	347	210	287	369	283	207	175	172	114	host	gene-HB27c_C1962	None	None	28.16585594930382
gene-HB27c_C0158	170	264	77	97	232	166	139	80	161	79	host	gene-HB27c_C0158	None	None	7.926497628602654
gene-HB27c_C1252	155	282	87	111	119	72	49	45	48	27	host	gene-HB27c_C1252	None	None	31.83241319511955
gene-HB27c_C1803	144	277	121	141	210	168	191	97	116	113	host	gene-HB27c_C1803	None	None	8.04235900499863
gene-HB27c_C0185	124	154	44	50	125	63	48	30	58	55	host	gene-HB27c_C0185	None	None	13.667539587396028
gene-HB27c_C0084	2	3	3	1	1	1	1	0	0	0	host	gene-HB27c_C0084	None	None	0.6812298188669672
gene-HB27c_C1320	121	142	58	76	137	88	68	45	55	28	host	gene-HB27c_C1320	None	None	6.695542706693438
gene-HB27c_C0733	67	105	52	52	83	69	57	37	30	28	host	gene-HB27c_C0733	None	None	6.690379540554958
gene-HB27c_C0072	151	274	123	100	132	122	69	62	53	34	host	gene-HB27c_C0072	None	None	16.601603152928195
gene-HB27c_P0201	23	33	11	18	32	21	21	17	34	18	host	gene-HB27c_P0201	None	None	3.198013447544386
gene-HB27c_C0398	417	595	249	258	692	387	385	273	546	271	host	gene-HB27c_C0398	None	None	8.246926192790932
gene-HB27c_C1241	86	155	52	44	110	87	46	49	45	30	host	gene-HB27c_C1241	None	None	12.607623246352981
gene-HB27c_C1681	172	295	126	137	183	132	139	118	133	92	host	gene-HB27c_C1681	None	None	9.864107084488474
gene-HB27c_C1969	189	324	92	127	250	192	159	94	89	54	host	gene-HB27c_C1969	None	None	15.341355867460184
gene-HB27c_C1943	205	329	217	258	263	219	173	149	117	78	host	gene-HB27c_C1943	None	None	16.277554830274582
gene-HB27c_C0949	93	155	64	64	88	99	45	49	33	18	host	gene-HB27c_C0949	None	None	6.254157622725566
gene-HB27c_C1783	221	351	155	134	311	211	135	85	130	93	host	gene-HB27c_C1783	None	None	16.32265333209876
gene-HB27c_C0036	326	455	227	202	344	279	183	206	180	124	host	gene-HB27c_C0036	None	None	17.029902874288155
gene-HB27c_C1120	92	135	76	72	155	116	68	52	58	31	host	gene-HB27c_C1120	None	None	7.092771778011684
gene-HB27c_C0546	100	149	57	66	138	93	51	39	56	37	host	gene-HB27c_C0546	None	None	9.42370901267085
gene-HB27c_C1792	1795	2682	655	891	2947	1746	1700	1300	2994	2075	host	gene-HB27c_C1792	None	None	85.23623938088924
gene-HB27c_C1687	265	372	146	151	289	223	195	134	233	169	host	gene-HB27c_C1687	None	None	14.894302656257398
gene-HB27c_C0918	94	146	67	53	116	83	48	40	55	30	host	gene-HB27c_C0918	None	None	9.972084607868826
gene-HB27c_C0712	53	64	33	32	48	29	17	23	19	7	host	gene-HB27c_C0712	None	None	14.502478098860879
gene-HB27c_C1161	670	856	298	409	712	464	431	316	507	289	host	gene-HB27c_C1161	None	None	16.889290347175226
gene-HB27c_C1339	298	447	101	147	403	267	206	153	278	180	host	gene-HB27c_C1339	None	None	60.98853243568087
gene-HB27c_C1207	38	70	17	11	35	26	15	13	37	26	host	gene-HB27c_C1207	None	None	5.069815685827709
gene-HB27c_C1243	900	1394	477	586	1285	841	699	521	990	693	host	gene-HB27c_C1243	None	None	46.095330304773576
gene-HB27c_C0227	30	58	18	18	37	27	16	24	27	13	host	gene-HB27c_C0227	None	None	4.777709618535233
gene-HB27c_C1004	92	133	42	52	128	93	51	34	54	33	host	gene-HB27c_C1004	None	None	14.134392538833726
gene-HB27c_C0798	17	21	9	8	15	14	7	4	9	4	host	gene-HB27c_C0798	None	None	3.754254691478802
gene-HB27c_C0543	72	122	29	34	87	59	26	31	38	17	host	clcB_2	None	None	8.128194535006257
gene-HB27c_C0353	10	8	4	3	2	0	2	1	3	5	host	gene-HB27c_C0353	None	None	2.0259850493782743
gene-HB27c_C1163	86	144	31	51	95	54	51	42	73	56	host	gene-HB27c_C1163	None	None	8.873207009665547
gene-HB27c_C0923	133	193	75	72	160	98	86	56	123	86	host	gene-HB27c_C0923	None	None	3.7963572335956153
gene-HB27c_C1234	111	130	52	58	146	80	68	43	85	56	host	gene-HB27c_C1234	None	None	26.54766275098863
gene-HB27c_C0003	106	156	87	100	160	114	113	82	95	67	host	gene-HB27c_C0003	None	None	9.26821138074031
gene-HB27c_P0213	10	14	2	4	6	4	5	4	4	7	host	gene-HB27c_P0213	None	None	0.9014890524216418
gene-HB27c_C1062	81	107	51	27	77	79	45	48	65	34	host	gene-HB27c_C1062	None	None	7.481551590095917
gene-HB27c_C1977	103	112	30	21	85	73	61	44	43	31	host	gene-HB27c_C1977	None	None	19.843247974850648
gene-HB27c_C0955	43	73	27	36	41	34	24	19	13	12	host	gene-HB27c_C0955	None	None	5.341943520450676
gene-HB27c_C0803	78	111	35	43	113	77	47	49	60	38	host	gene-HB27c_C0803	None	None	2.5334579631991963
gene-HB27c_C1119	45	67	29	52	81	52	31	31	16	24	host	gene-HB27c_C1119	None	None	6.789023860705927
gene-HB27c_C0293	14	41	17	8	20	15	13	21	5	5	host	gene-HB27c_C0293	None	None	13.328958129334078
gene-HB27c_C1201	143	232	69	65	164	109	69	64	96	51	host	gene-HB27c_C1201	None	None	16.204273431305925
gene-HB27c_C0597	90	133	60	39	90	69	55	36	50	32	host	gene-HB27c_C0597	None	None	8.147213814241535
gene-HB27c_C1634	55	113	49	45	86	74	50	42	44	32	host	gene-HB27c_C1634	None	None	17.29754722092957
